fpid,doi,list_of_std,selection_criteria,ma_specified_objective,search_databases,search_string,nb_std_per_step,quantitative_results_described,statistical_methods_described,individual_effect_sizes,individual_std_weighted,dataset_available,confidence_intervals,method_of_data_extraction,heterogeneity_of_results_analyzed,funding_sources_mentioned,publication_bias_analyzed,quality_score_perc,impact_matrix
leguminous crops,10.1016/j.scitotenv.2017.10.024,1,"intercropping
data that were considered appropriate for analyses satisfied the following
criteria: 1) intercrops contained only two species; 2) yields for both
species in the intercrop were available, as well as yields in their sole
crops; 3) yields were expressed in terms of the marketable part of
crops, and not their whole biomass; and 4) intercrops and corresponding
sole crops received the same agricultural treatments, i.e., irrigation,
fertilisation and pest management.",1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.8125,cropping system productivity
leguminous crops,10.1016/j.still.2017.03.005,1,"an experiment had to meet the following criteria: 1) it had to be performed by an official institution under field conditions, 2) management practices had to be similar to those applied under production scenarios, 3) a control treatment under bare fallow had to be compared against at least one cover crop treatment, 4) the cover crop species had to be identified, 5) treatments could differ only in fallow-cover crop management and all other factors (grain crop, varieties, fertilization, etc.) had to be similar, 6) the experimental design had to be clearly described (in three cases we contacted the authors of the experiments for some additional missing information), 7) average and number of replications of the control and the cover crop treatments had to be reported for at least one of the following variables: soil bulk density, soil penetration resistance, structural stability, infiltration, organic carbon content, nitrate-n level, available water content, or yield of soybean or maize, 8) experiment duration and time of measurement had to be indicated, 9) sampling depth of soil properties had to be specified. report of treatment variances was not considered as a requisite in this selection because these were not included in many sources and this would have made the meta-analysis impossible. in around 12% of cases (across all variables and experiments) standard deviation or standard errors were available for the control and cover crop treatments, in which case they were extracted. usually, variability of the reported means was included in one or two studies for each addressed variable.",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.8125,crop yield
leguminous crops,10.1038/s41467-022-32464-0,1,"(1) the rotation experiment was conducted under field conditions and contained side-by-side comparisons of legume and non-legume pre-crop rotations with the same main crop; (2) subsequent crop yield data were reported or could be calculated; (3) the initial climatic conditions, soil properties, and main crop management practices were the same; (4) location of the experiment was stated. in addition, we considered different experiments to be distinct studies when multiple experiments (usually locations) were reported in one publication. when multiple publications originated from the same experiment (usually a long-term experiment), we coded them as the same study. if a publication reported different ‘rotation cycles’ of the crop rotation, we included each cycle independently. when different publications included the same data, we recorded the data only once.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,crop yield
leguminous crops,10.1071/CP14252,1,"authors did not review the break-crop effects of forages, pastures and cover crops because their productivity and botanical composition are not always well defined, and grazing by animals introduces further complexity. authors also avoided crop sequences where high-input crops such as potatoes or sugar beet preceded wheat, owing to a risk that residual nutrients following excessive fertiliser use in these crops would dominate the responses",1,0,0,0,1,1,1,0,1,1,1,1,1,0,0.6875,crop yield
leguminous crops,10.1080/03650340.2021.1937607,1,"(a) at least one of the targeted fruit tree variables (yield and quality indicators) was reported under both ground cover management and clean tillage (bare soil) management; (b) only field studies were chosen; (c) only the latest observations were taken to meet the standard of independence of samples, when variables were measured at multiple time points; (d) multiple ground cover management types, cover crop species, fruit tree species, cultivation durations, and tree ages in one study were considered as independent observations.",1,1,0,0,1,1,0,1,0,1,1,1,1,0,0.6875,crop yield
leguminous crops,10.1111/1365-2664.12334,1,"1. the study was an empirical investigation that directly measured yield and at least one biocontrol variable in agricultural fields with at least two levels of plant species richness (e.g. monoculture and polyculture). we considered fields as polycultures only if the multiple species were grown in the same field. species richness included both harvested crops and non-harvested plants (e.g. cover crops). yield was defined as total biomass of the plant tissue for which the crop is grown (e.g. fruit, seed, fibre or leaf weight), not overall plant biomass. metrics of biocontrol were as follows: (i) abundance of arthropod herbivores, (ii) abundance of natural enemies of pests, (iii) degree of pest parasitism or (iv) amount of plant damage. 2. crop species richness differed between treatments at a single point in time (i.e. crop rotations not included). 3. experimental treatments varied based on plant species richness, rather than on other forms of diversity (e.g. genetic diversity). 4. the treatment (i.e. monoculture or polyculture) had more than one replicate.",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.875,crop yield
leguminous crops,10.1139/cjps-2021-0177,1,"seven inclusion criteria were then applied to uniformly screen references for the meta-analysis, i.e.: 1. the study was performed under humid temperate climate (i.e., north american areas between the 40th and 50th parallels, and european areas between the 45th and 60th parallels); 2. the study was conducted under field conditions (hence, excluding experiments in controlled environments); 3. cash crop corresponded to maize, small grain cereals (i.e., wheat, barley, oat or cereal rye) or soybean cultivated either under intercropping, successive, or full-season ccs; 4. a control treatment without cc was included in the experiment, and crop yields were reported for both the cc and control plots. 5. cash crop yield or cc data averaged on several years or across sites were excluded to consider pedo-climatic variability; 6. total n inputs to the cash crop were provided and similarly applied to both the cc and control plots; 7. the treatments were spatially replicated.",1,1,1,0,1,1,0,0,0,1,1,1,1,0,0.6875,crop yield
leguminous crops,10.2134/agronj13.0590,1,"from the initial search, only the studies including experiments dealing with annual cereal–legume intercrops and investigating at least two n fertilization rates per site were retained; studies were selected on the basis of their inclusion of (i) grain yield data (sole crops and each species of the intercrop), (ii) intercrop and sole cereal treatments left unfertilized and fertilized at the same rate (in each study, 0 kg n ha−1 and at least one n fertilization rate other than 0), and (iii) an unfertilized sole crop of the legume",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0.6875,cropping system productivity
leguminous crops,10.2134/agronj2017.09.0544,1,"studies had to: i) report either biomass or n content for one or more hairy vetch-cereal rye mixtures and at least one monoculture (hairy vetch or cereal rye); ii) report seeding rates of hairy vetch and cereal rye in monocultures and mixtures; iii) report means and sample sizes for each treatment comparison; iv) be in-field replication and randomization, clearly described experimental approaches and sampling protocols; v) be conducted in the united states.",1,1,1,0,1,1,1,1,0,1,1,0,1,0,0.75,cropping system productivity
leguminous crops,10.2134/jeq2018.03.0107,1,"238 observations from 28 studies.  (i) the study compared winter cover crop treatments with no cover crop (control); (ii) no3− leaching was measured during at least the cover crop growth period or for the entire year (during both cover crop and cash crop phases); (iii) cumulative no3− leaching was calculated using both no3− concentrations in the soil solution and the drainage volume; (iv) the study was conducted under natural field conditions (i.e., model-based simulation and indoor lysimeter studies were excluded); (v) all other factors (soil, management, and climate) for each pairwise comparison between no cover crop and cover crop treatments were the same; and (vi) the experimental design, approach, and sampling protocols were clearly described. we excluded studies in which the potential risk of no3− leaching was assessed by comparing profile soil n over the cover crop season. studies with a long history of pasture prior to the experimental year were also excluded because of the potential legacy effect of previous pasture or forage crops on no3− leaching that could mask the true cover crop effect. similarly, studies that were conducted on recently constructed drainage lysimeters or monoliths using disturbed soils were also discarded because the disturbed soil structure in these monoliths could influence drainage characteristics and, hence, no3− leaching. we also excluded studies in which the treatment combinations impeded sole comparison between no cover crop and cover crop treatments.",1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.875,crop yield
leguminous crops,10.2135/cropsci2005.0014,1,"the conditions for including a paper were: 1) reported corn yield data following wcc and a control (i.e., no cover) in more than one environment (i.e., years and/or locations), 2) the study was conducted in the usa or canada, and 3) enough information was provided to estimate the variance (error).",1,1,0,0,1,1,1,1,0,1,0,0,1,1,0.6875,crop yield
leguminous crops,10.2135/cropsci2018.10.0603,1,"exclusion criteria: means for cover crop or no-cover crop treatments were not included, cotton yield or weed growth were not reported, article was a duplicate, article did not contain primary data (review or book), or they were not obtainable using interlibrary loan services (five articles). we did not include intercropping (cover crops grown simultaneously with cotton) studies, nor did we include studies that used weed count as the response variable. for the weed biomass effect size (es), if an experiment included both weed and weed-free fallow no-cover-crop controls, we used the weed fallow no-cover-crop control in our analysis. if an experiment included herbicides applied over all treatments in season, we excluded the weed biomass es but included the cotton biomass es. we identified 104 articles that met our screening criteria (a full citation list and details of primary studies are provided in the supplemental material). papers spanned 48 yr and were in english and portuguese languages. treatment means and number of replications (sample sizes) were collected for each study. for publications reporting means for more than one no-cover-crop (control) treatment in a nonfactorial experiment, we used the no-cover-crop control that most closely approximated the cover crop treatment. if replications were given as a range, we used the smallest value. for studies that did not report number of replications, we used n = 1 unless lsd or ses were provided, in which case we used n = 2.",1,1,0,0,1,1,0,1,0,1,1,1,0,1,0.6875,crop yield
leguminous crops,10.2489/jswc.72.3.226,0,"1. yield records came from corn following a cover crop treatment, and corn following no cover (nc). 2. yields were reported in more than one year or location. 3. enough information was provided to compute study variances. 4. the studies were conducted in the
united states or canada.",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.875,crop yield
leguminous crops,ISBN: 978-1-63484-496-3,1,"the criterion for including an article in the meta-analysis database was whether it contained detailed data on maize yield, comparing maize-grain legume rotation (mainly including maize-soybean/cowpea rotation and maize-alfalfa/green manure rotation) with cc from field experiments, which had been conducted in an acceptable scientific manner.",1,1,0,0,1,1,1,0,0,1,0,1,1,0,0.625,crop yield
leguminous crops,10.1007/s10705-017-9836-z,1,"only studies conducted in field conditions that were at least one growing season in duration were included. the authors included cover crop studies that measured n2o emissions from cover crop growth periods, cash crop growth periods or both, and examined these sub-groups separately.",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0.6875,ghg emissions
leguminous crops,10.1016/j.fcr.2012.06.007,1,"studies needed to meet several criteria to be included in our analysis. first, n2o and/or ch4 fluxes must have been measured under field conditions for the entire growing season
(i.e. planting to harvest). second, seasonal fluxes and the number of field replications had to be reported for both control and treatment plots. third, growing conditions in the control and treatment plots had to be identical(except for the management practice being studied). 
to be included, exact fertilizer n rates needed to be reported and the grm treatment received the same total n rate as the control treatment. the n amount contributed from grm
ranged from 20 to 60 kg n ha−1 and represented 25–100% of the total n rate.",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0.625,ghg emissions
leguminous crops,10.1016/j.still.2019.04.020,1,"only studies that reported both n2o and co2 emissions, cover crops grown between harvesting and planting of cash crops, and cash crops with similar management practices, such as irrigation, fertilization, and tillage practices were selected for the study. studies that lack mean values, replications, and standard error or standard deviation ofthe mean were discarded.",1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.6875,ghg emissions
leguminous crops,10.1021/es4055324,1,"n2o emissions had to represent at least a full growing season, covering emissions across furrows and seedbeds, and capturing anticipated n2o emissions peaks after tillage, fertilization and wetting. (22) only data from field experiments was included. in addition to growing-season or annual n2o emissions (in kg n2o–n ha–1 yr–1) for each of the field-treatment-year combinations in each study, data for a suite of ancillary variables pertaining to management practices and environmental characteristics were recorded.",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.875,ghg emissions
leguminous crops,10.2489/jswc.69.6.471,1,"this combination of key terms resulted in approximately  five  thousand  papers. to reduce the number of papers included in the meta-analysis, the following criteria were applied: 
1) studies in which the cover crop is not harvested and is grown between the harvest and planting of cash crops. 
2) studies reporting n2o measurements. 
3) studies with a control treatment varying only in the inclusion of a cover crop and keeping all other management practices such as tillage and n additions equal. 
4) studies that provided enough information (standard errors, standard deviations, coefficients of variation, etc.) about experimental error either in the published paper or in information that was provided by the authors when contacted to allow for an estimate of within study variance.
5) studies published before december of 2012.",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.8125,ghg emissions
leguminous crops,10.1016/j.agsy.2018.07.016,1,"literature selected for inclusion in the meta-analysis met the following criteria: 1) studies were conducted in the field (i.e., studies conducted exclusively in a lab or greenhouse were excluded); 2) studies reported data on principal field crops grown in crop rotation and for grain (i.e., intercropping, green manure, and forage crops were excluded); 3) studies were reporting on dry pea, lentil, or both; 4) direct comparisons between pulse-containing and pulse-free rotations were made; 5) new data were reported (i.e., review studies were excluded unless they reported previously unpublished data); and 6) studies were conducted in western canada (manitoba, saskatchewan, alberta).",1,1,0,0,1,1,0,0,0,1,1,0,1,0,0.5625,global warming potential (lca)
leguminous crops,10.1371/journal.pone.0148527,1,"1. all experiments should be conducted in croplands in the field. croplands included both  uplands and lowlands under all agricultural irrigated and dryland crops. number of crops grown in a year should be two or less. data on gwp and ghgi estimated by models were excluded for analysis. 2. treatments in the experiments should be replicated, randomized, and arranged in a proper experimental design. 3. for gwp and ghgi calculated by using the soc method, soil c sequestration should have occur to a depth of 20 cm from the initiation of the experiment to the end of ghg measurement period. in the soil respiration method, experiments should have started in the previous year where the amount of crop residue returned to the soil was known. 4. measurement of ghg emissions should occur at regular events. 5. a time horizon of 100 yr should be used to calculate the co2 equivalents of n2o and ch4 emissions. 6. carbon dioxide emissions associated with use of farm equipment for irrigation, tillage, fertilization, planting, herbicide and pesticide application, and harvest as well as manufacture and application of fertilizers and other chemical inputs should be either calculated based on the number of hours the equipment were used multiplied by co2 emissions per liter of fuel
or estimated as shown by various researchers. 7. for comparing the effects of individual and combined management practices on gwp and ghgi, the soc method was used to calculate these parameters.",1,1,0,1,1,0,1,0,1,1,1,1,1,0,0.75,global warming potential (lca)
leguminous crops,10.1007/s13593-020-00626-3,1,"(1) the study reported empirically measured, original data on one of the target impact indicators (see section 2.2), excluding simulated data or data cited in reviews or secondary articles; (2) the article examined at least one tropical forage technology (grass, herbaceous or dual-purpose legume, leguminous multipurpose trees, and shrubs hereafter called “shrubs”) but not cereal crop residues, concentrates or tree products—if the technology was a dual-purpose legume, it was only included if the forage or livestock impact was assessed as well; (3) the article focused on ruminant livestock, excluding monogastrics; (4) the study reported data from experimental, “improved” treatments and a control treatment; (5) the reported data was continuous and numerical thus not reported in scores, ranks, percentages or as graphs; (6) the study was written in english; (7) basic experimental information was available in section 2; and (8) the study was conducted in sub-sahara africa.",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.875,grassland production
leguminous crops,10.1016/j.agee.2012.12.010,1,"data collection was limited to experimental plots that included exclusively an unimproved herbaceous layer (i.e. unfertilized, nonirrigated, not sown with genetically improved varieties) to avoid possible confounding effects of agricultural inputs with that of tree environment. data collection was restricted to results in which means, variance (standard deviation, standard error, or confidence intervals), and sample size (i.e. total number of repetitions) were reported directly as numerical or graphical data in the paper, or were made available to us through personal communication with the authors. data were considered only if pasture yield estimates for a specific year was available together with precipitation (mm) for the same year.",1,1,1,0,1,1,0,1,0,1,0,1,1,1,0.75,grassland production
leguminous crops,10.1038/s41598-020-74736-z,1,"the search was limited to: (i) field studies with an experimental duration of at least one growing season; (ii) studies reporting yield of grass and/or grass/legume mixtures as response variable; and (iii) studies with experimental treatments for which a suitable control treatment could be identified. control treatments were deemed suitable if experimental factors (i.e. site, sampling time, soil characteristics, and n application rate) were identical to those in the experimental treatment, and the control treatment did not receive any p fertilisation.",1,1,1,1,1,1,1,1,0,1,0,0,1,1,0.8125,grassland production
leguminous crops,10.1371/journal.pone.0200274,1,"means for both intercrop and inter-crop treatments were not presented; sole grass (control) yields were not reported; article was a duplicate; article did not contain primary data (no review or book); articles were not obtainable using interlibrary loan services, were refereed articles, or were conference proceedings, research reports, and bulletins",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.9375,grassland production
leguminous crops,10.1007/s13593-016-0397-3,0,"(1) a measure of potential nitrogen loss during (i.e., leachate nitrogen) or at the conclusion (i.e., inorganic soil nitrogen) of a fallow period in annual croplands (this included most grain and vegetable crops but excluded most forages, cellulosic bioenergy crops, and tree fruits) and (2) a comparison of at least one planted annual cover crop treatment and a weedy fallow treatment that did not receive any tillage or chemical application to suppress weed growth. studies were included regardless of tillage (conservation vs. conventional tillage) or management (organic vs. conventional) system, although conservation tillage and organic systems were under-represented in the final data set (two studies for each system). other studies were culled because the measure of inorganic soil nitrogen occurred after cover crops and weeds had been terminated and incorporated into the soil (the decomposition of residues confounded estimates of potential nitrogen losses). the species of cover crop and dominant weed species in the weedy fallow treatment were extracted from each study when available; cover crop species were later grouped by legumes and nonlegumes for analysis. in cases where mixtures of cover crops were planted, the treatment was grouped according to the dominant species in the mixture (e.g., a mixture of 70 % nonlegume cover crops and 30 % legume cover crops was grouped with nonlegumes for analysis).",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0.6875,nutrient leaching and run-off
leguminous crops,10.1016/j.agee.2005.07.003,1,"studies compiled in our legume covercrop yield database had the following characteristics: (1) winter legume cover crop followed by an unfertilized cash crop compared to the control, (2) cash crop production every year, (3) no manure or other n additions applied during any phase of the diversified rotation, and (4) cover crop biomass incorporated into the soil or killed before crop planting, with no biomass removal. they excluded studies  if  legume  treatments  had  excessive applications of inorganic n fertilizer or if the green manures were being compared to a zero n control. 
only legume cover crops are considered for this analysis (cash crop after non-legume cover crops is fertilized, so non-legume cover crop were removed in our analysis).",1,1,0,0,1,1,0,0,0,0,1,0,1,0,0.5,nutrient leaching and run-off
leguminous crops,10.1016/j.agee.2013.04.018,1,"(i) study of nitrate leaching (nl) in an irrigated agricultural cropping system; (ii) study for at least one growing season; (iii) conducted under field conditions; (iv) nl was measured in terms of mass of n lost (i.e. no3-n concentration and the volume of water leached were both considered). studies that determined the risk of nl through soil or soil solution no3-n concentrations, were not considered as these might give a skewed view of nl. even if the study relied on computer modeling to simulate components of the water balance or solute transport, the studies were selected if data collected under field conditions were the major component of the results. a further selection was conducted by critical examination of these papers for inclusion and exclusion from the data-set, following quality criteria that ensure statistical power avoiding unconscious bias (hedges et al., 1999). these criteria were that: (i) the experimental design had to be sufficiently detailed to determine all critical aspects of the treatments, plot size and recent history, irrigation systems and fertilizer management; (ii) studies reflected typical regional practice; and (iii) in most cases included treatment replicates. in some cases exceptions were made to this final criterion.",1,1,0,1,1,1,0,1,0,1,1,0,1,0,0.6875,nutrient leaching and run-off
leguminous crops,10.1016/j.agee.2015.01.023,1,"1. the study was carried out in denmark, sweden, finland or norway. 2. the main crops were spring wheat, spring barley, and oats. 3. catch crops were undersown in spring. 4. the study had an appropriate control group (i.e., one with no catch crop). 5. the study assessed the effects of undersown catch crops on total n leaching, nitrate n leaching, soil nitrate n or inorganic n, grain yield, or grain n content. 6. responses to catch crops were recorded as either original data for each experimental year or as means of treatments (i.e., with undersown catch crops) and controls (i.e., with no catch crops) for the duration of the experiment with standard deviations and sample sizes (number of years).",1,1,1,0,1,1,1,1,0,1,1,1,1,0,0.8125,nutrient leaching and run-off
leguminous crops,10.1016/j.catena.2020.105085,1,"the case studies were chosen following the strict quality criteria: (a) the experiments or observations were conducted under field conditions (i.e., no laboratory, rainfall simulation or runoff simulation experiments, etc.); (b) both the ground cover and control (clean tillage or bare ground management) treatments were included in each case study, and the two treatments were exposed to the same environmental conditions; (c) the targeted article contained at least one response variable (runoff or soil loss or nutrients loss observations); (d) when the variable was measured at multiple time points, the average value was calculated to meet the accurate observation results; (e) multiple ground cover species in one study were considered as independent observations.",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0.8125,nutrient leaching and run-off
leguminous crops,10.1016/j.landusepol.2019.104204,1,"1) it reported the results of an experiment in the mediterranean forests, woodlands, and scrub biome or the central valley of california
2) it compared a winter cover crop with a winter fallow, followed by a food crop in spring or summer (annual food crops in arable fields, including cereals, fruits, and vegetables, but not perennial food crops in orchards
or vineyards)
3) it reported the mean effect on an ecosystem service metric.",1,1,1,1,1,1,0,1,1,1,1,0,1,1,0.875,nutrient leaching and run-off
leguminous crops,10.1111/gcb.16269,1,"the excluded articles were those that reported cover crop means without reporting means for ncc treatment, articles that did not report nitrate loading through analyzing leachate (soil n was reported instead), and indoor experiments. likewise, duplicate papers and those lacking experimental data (review or book chapter) and complete information on soil texture, study location, and experiment design were excluded. also, proceedings (only the abstract was available) and papers published before 1931 or articles written in languages other than english were not included. the ncc treatment was compared to each cover cropping system separately for unbalanced experimental designs or where multiple cover cropping systems were conducted.",1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.875,nutrient leaching and run-off
leguminous crops,10.2134/jeq2018.03.0107,1,"238 observations from 28 studies.  (i) the study compared winter cover crop treatments with no cover crop (control); (ii) no3− leaching was measured during at least the cover crop growth period or for the entire year (during both cover crop and cash crop phases); (iii) cumulative no3− leaching was calculated using both no3− concentrations in the soil solution and the drainage volume; (iv) the study was conducted under natural field conditions (i.e., model-based simulation and indoor lysimeter studies were excluded); (v) all other factors (soil, management, and climate) for each pairwise comparison between no cover crop and cover crop treatments were the same; and (vi) the experimental design, approach, and sampling protocols were clearly described. we excluded studies in which the potential risk of no3− leaching was assessed by comparing profile soil n over the cover crop season. studies with a long history of pasture prior to the experimental year were also excluded because of the potential legacy effect of previous pasture or forage crops on no3− leaching that could mask the true cover crop effect. similarly, studies that were conducted on recently constructed drainage lysimeters or monoliths using disturbed soils were also discarded because the disturbed soil structure in these monoliths could influence drainage characteristics and, hence, no3− leaching. we also excluded studies in which the treatment combinations impeded sole comparison between no cover crop and cover crop treatments.",1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.875,nutrient leaching and run-off
leguminous crops,10.1007/s10658-019-01711-4,1,"authors excluded review papers, studies without replicates, studies without quantitative data on disease incidence, or studies that did not report the rate of n fertilizer. in selected studies, cereal crops were wheat (triticum aestivum) or barley (hordeum vulgare) (in two of the 26 papers), and the legume crop was in all instances faba bean (vicia faba). the most common intercrop configuration comprised an alternation of a cereal strip consisting of six rows and a faba bean strip consisting of two rows. plot sizes varied from 30 to 200 m^2. disease observation data were collected in at least three replicate plots. the number of nitrogen fertilizer levels was three or four, including in most cases an unfertilized treatment, conventional fertilizer amount (varying among studies), a reduced rate (often 50% of conventional) and an increased rate (often 150% of conventional). no fungicides or insecticides were used in any of the experiments. the collected publications contained data on six diseases, two of them infecting wheat (powdery mildew, blumeria graminis (dc.) speer, and yellow rust, puccinia striiformis f. sp. tritici), one infecting barley (yellow rust, puccinia striiformis f. sp. hordei), and three of them infecting faba bean (chocolate spot, botrytis fabae, bean rust, uromyces fabae, and fusarium wilt, fusarium oxysporum f. sp. fabae).",1,1,1,0,1,1,1,0,0,0,0,0,1,0,0.5625,pests and diseases
leguminous crops,10.1016/j.agsy.2019.102761,1,"identified research articles were then screened to include only those that reported intercropping, which was considered as treatment and its monocrop counterpart, which was considered as control. the synthesis did not include intercropping of cereals in combination with leguminous shrubs or forages, or with desmodium spp. (i.e., the ‘push-pull technology’) because reviewed elsewhere. observations were also limited to: (i) only two species (one legume and one cereal) in each intercropping experiment due to the difficulty of species categorization, and (ii) results of field experiments rather than simulation or greenhouse studies.",1,1,0,0,1,1,0,0,0,1,1,1,1,0,0.625,pests and diseases
leguminous crops,10.1016/j.fcr.2017.01.010,1,"(i) cc yields were reported, (ii) weed biomass was measured atleast once during the crop cycle or during the cover crop period after harvest, (iii) yield and weed biomass data were reported for both the intercropped treatment and the sole crop control treatment, (iv) the cps used in intercropped treatments were legume species or mixtures of legume/non-legume species, and (v) the cc was seeded at the same rate in the cc and cc + cp treatments (additive intercrop design). articles reporting data already includedin another paper (e.g. series of papers based on the same experiments) were not selected.",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.9375,pests and diseases
leguminous crops,10.1111/1365-2664.12334,1,"1. the study was an empirical investigation that directly measured yield and at least one biocontrol variable in agricultural fields with at least two levels of plant species richness (e.g. monoculture and polyculture). we considered fields as polycultures only if the multiple species were grown in the same field. species richness included both harvested crops and non-harvested plants (e.g. cover crops). yield was defined as total biomass of the plant tissue for which the crop is grown (e.g. fruit, seed, fibre or leaf weight), not overall plant biomass. metrics of biocontrol were as follows: (i) abundance of arthropod herbivores, (ii) abundance of natural enemies of pests, (iii) degree of pest parasitism or (iv) amount of plant damage. 2. crop species richness differed between treatments at a single point in time (i.e. crop rotations not included). 3. experimental treatments varied based on plant species richness, rather than on other forms of diversity (e.g. genetic diversity). 4. the treatment (i.e. monoculture or polyculture) had more than one replicate.",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.875,pests and diseases
leguminous crops,10.2135/cropsci2018.10.0603,1,"exclusion criteria: means for cover crop or no-cover crop treatments were not included, cotton yield or weed growth were not reported, article was a duplicate, article did not contain primary data (review or book), or they were not obtainable using interlibrary loan services (five articles). we did not include intercropping (cover crops grown simultaneously with cotton) studies, nor did we include studies that used weed count as the response variable. for the weed biomass effect size (es), if an experiment included both weed and weed-free fallow no-cover-crop controls, we used the weed fallow no-cover-crop control in our analysis. if an experiment included herbicides applied over all treatments in season, we excluded the weed biomass es but included the cotton biomass es. we identified 104 articles that met our screening criteria (a full citation list and details of primary studies are provided in the supplemental material). papers spanned 48 yr and were in english and portuguese languages. treatment means and number of replications (sample sizes) were collected for each study. for publications reporting means for more than one no-cover-crop (control) treatment in a nonfactorial experiment, we used the no-cover-crop control that most closely approximated the cover crop treatment. if replications were given as a range, we used the smallest value. for studies that did not report number of replications, we used n = 1 unless lsd or ses were provided, in which case we used n = 2.",1,1,0,0,1,1,0,1,0,1,1,1,0,1,0.6875,pests and diseases
leguminous crops,10.1007/s11104-020-04768-x,1,(i) the study quantified biomass and p uptake or p concentration of sole crops and intercrops with the same management (e.g. level of fertilizer input) under field conditions; (ii) it reported the rate of n and p fertilizer; (iii) it reported the plant density in sole crops and intercrops (this information is needed to calculate the net effect).,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0.75,plant nutrient uptake
leguminous crops,10.1007/s13593-022-00816-1,0,"only research articles reporting primary data based on field experiments on maize and annual grain legume yields either as sole or intercrop in china and africa and published in english were considered for meta-analysis. articles in press and conference papers, reviews, meta-analyses, or research reporting greenhouse or pot experiments were excluded.",1,1,1,1,1,1,0,0,0,1,1,1,1,1,0.75,plant nutrient uptake
leguminous crops,10.1016/j.agee.2013.04.018,1,"(i) study of nitrate leaching (nl) in an irrigated agricultural cropping system; (ii) study for at least one growing season; (iii) conducted under field conditions; (iv) nl was measured in terms of mass of n lost (i.e. no3-n concentration and the volume of water leached were both considered). studies that determined the risk of nl through soil or soil solution no3-n concentrations, were not considered as these might give a skewed view of nl. even if the study relied on computer modeling to simulate components of the water balance or solute transport, the studies were selected if data collected under field conditions were the major component of the results. a further selection was conducted by critical examination of these papers for inclusion and exclusion from the data-set, following quality criteria that ensure statistical power avoiding unconscious bias (hedges et al., 1999). these criteria were that: (i) the experimental design had to be sufficiently detailed to determine all critical aspects of the treatments, plot size and recent history, irrigation systems and fertilizer management; (ii) studies reflected typical regional practice; and (iii) in most cases included treatment replicates. in some cases exceptions were made to this final criterion.",1,1,0,1,1,1,0,1,0,1,1,0,1,0,0.6875,plant nutrient uptake
leguminous crops,10.1016/j.eja.2020.126077,1,"(i) at least one intercropping between a cereal and a grain legume studied, (ii) written in english, (iii) based on field experiments conducted in a temperature climate latitude from 30-66° and (iv) full-text articles were available. eligible articles were additionally reviewed to check that the following data were reported: (v) n2 fixation by the legume in intercropping and by the sole crop, (vi) total crop n uptake for both intercrop and sole crop treatments, and (vii) n fertilization rates when applied. if the same data were reported in multiple articles, they were only included once, from the article containing most detailed descriptions.",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.9375,soil nutrients
leguminous crops,10.1016/j.eja.2020.126077,1,"(i) at least one intercropping between a cereal and a grain legume studied, (ii) written in english, (iii) based on field experiments conducted in a temperature climate latitude from 30-66° and (iv) full-text articles were available. eligible articles were additionally reviewed to check that the following data were reported: (v) n2 fixation by the legume in intercropping and by the sole crop, (vi) total crop n uptake for both intercrop and sole crop treatments, and (vii) n fertilization rates when applied. if the same data were reported in multiple articles, they were only included once, from the article containing most detailed descriptions.",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.9375,plant nutrient uptake
leguminous crops,10.1016/j.fcr.2019.107661,1,"excluded studies were reviews and conference papers, studies focusing on diseases and weeds, and some studies withreporting problem, e.g. missing sole crop yield, without intercropping configuration information, a reported ler value different for from the one calculated from the yield, or incorrect experiment design.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0.875,plant nutrient uptake
leguminous crops,10.2134/agronj2017.09.0544,1,"studies had to: i) report either biomass or n content for one or more hairy vetch-cereal rye mixtures and at least one monoculture (hairy vetch or cereal rye); ii) report seeding rates of hairy vetch and cereal rye in monocultures and mixtures; iii) report means and sample sizes for each treatment comparison; iv) be in-field replication and randomization, clearly described experimental approaches and sampling protocols; v) be conducted in the united states.",1,1,1,0,1,1,1,1,0,1,1,0,1,0,0.75,plant nutrient uptake
