fpid,doi,population,intervention,intervention_matrix,control,control_matrix,f_pclass_tier0,policy_class_codes,policy_class_names
Livestock housing techniques,10.1111/gcb.12767,Livestock production systems,Extra straw addition,Floor type: deep litter with extra straw addition,No straw addition,Deep litter without extra straw addition,Animal husbandry,A53+A52,"Improved litter and indoor flooring (A53), Provision of enrichment materials (A52)"
Livestock housing techniques,10.1111/gcb.12767,Livestock production systems,Litter removal frequently,Litter: high frequency removal,Litter removal infrequently,Low frequency litter removal,Animal husbandry,A53,Improved litter and indoor flooring (A53)
Livestock housing techniques,10.1111/gcb.12767,Livestock production systems,Slatted floor,Floor type: slatted floor,Deep litter,Deep litter,Animal husbandry,A53,Improved litter and indoor flooring (A53)
Livestock housing techniques,10.1111/gcb.12767,Livestock production systems,Slatted floor/deep litter,Floor type: slatted floor/deep litter,Solid floor,Solid floor,Animal husbandry,A53,Improved litter and indoor flooring (A53)
Manure processing techniques,10.1016/j.scitotenv.2021.147103,Pig manure composts,"Optimized composting techniques. Optimal C/N ratios, optimal moisture, turning once weekly, intermittent aeration or optimized aeration rates, and using air-dry or hyperthermophilic pretreatment.",Composting,No technology,Conventional management,Manure management,M12X,Composting (M12X)
Manure storage techniques,10.1016/j.scitotenv.2021.147103,Pig manure composts,Additive mixture,Storage with additives,No application of technology,Conventional management,Manure management,M111,Manure storage with additives (M111)
Manure storage techniques,10.1016/j.scitotenv.2021.147103,Pig manure composts,"Chemical additives: acidic substances, metal  salts, phosphogypsum, Mg-P salts, Ca-superphosphate and chemical mixtures.",Storage with additives,No application of technology,Conventional management,Manure management,M111,Manure storage with additives (M111)
Manure storage techniques,10.1016/j.scitotenv.2021.147103,Pig manure composts,Covers (manure storage),Storage covers,No cover,Conventional management,Manure management,M112,Manure storage with covers (M112)
Manure storage techniques,10.1016/j.scitotenv.2021.147103,Pig manure composts,"Microbial additives: NOB (nitrite oxidizing bacteria), NTB (nitrogen turnover bacteria) and compound microbial agents.",Storage with microbial inocula,No application of technology,Conventional management,Manure management,M111,Manure storage with additives (M111)
Manure storage techniques,10.1016/j.scitotenv.2021.147103,Pig manure composts,"Physical additives: zeolite, biochar, medical stone, grape seeds and physical mixtures.",Storage with additives,No additive,Conventional management,Manure management,M111,Manure storage with additives (M111)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,Fruit trees,Deficit irrigation,Deficit irrigation,Full irrigation,Non water-saving irrigation practices in non-flooded lands,Water management,W142,Irrigation limitations in quantity and rates (W142)
Agroforestry practices and systems,10.1016/j.agee.2016.06.002,"Agricultural land, pasture, forestry land in the EU. Pedo-climates: Alpine, Boreal, Mediterranean, Pannonian, Atlantic, Continental",Agroforestry systems (either silvoarable or silvopasture or mixed).,All agroforestry types (aggregated),pasture land,Land use without trees,Landscape features management,L3X,Agroforestry (L3X)
Agroforestry practices and systems,10.1016/j.agee.2016.06.002,"Agricultural land, pasture, forestry land in the EU. Pedo-climates: Alpine, Boreal, Mediterranean, Pannonian, Atlantic, Continental",Agroforestry systems (either silvoarable or silvopasture or mixed).,All agroforestry types (aggregated),pasture land,Land use without trees,Landscape features management,L3X,Agroforestry (L3X)
Agroforestry practices and systems,10.1016/j.agee.2016.06.002,"Agricultural land, pasture, forestry land in the EU. Pedo-climates: Alpine, Boreal, Mediterranean, Pannonian, Atlantic, Continental",Agroforestry systems (either silvoarable or silvopasture or mixed).,All agroforestry types (aggregated),agricultural land or pasture,Land use without trees,Landscape features management,L3X,Agroforestry (L3X)
Agroforestry practices and systems,10.1016/j.agee.2016.06.002,"Agricultural land, pasture, forestry land in the EU. Pedo-climates: Alpine, Boreal, Mediterranean, Pannonian, Atlantic, Continental",Agroforestry systems (either silvoarable or silvopasture or mixed).,All agroforestry types (aggregated),agricultural land or pasture,Land use without trees,Landscape features management,L3X,Agroforestry (L3X)
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Landscape features,10.2134/jeq2018.03.0120,"Field studies where water run-off comes from agricultural fields for grass or cereal production, natural pasture or feedlots",Buffer zone,Buffer strips,No buffer zone,No buffer strips,Landscape features management,L222+L12X,"Buffer strips against soil erosion (L222) Field margins, patches and unproductive buffer strips along water courses (L12X)"
Peatland management,10.1016/j.agee.2008.12.004,Cereal and grass crops on organic soils,No P fertilisation,No fertilisation,P fertilisation,Fertilisation,Landscape features management,L5X,Management of wetland/peatland (L5X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Grass strips,Field margins,No grass strips,No field margins,Landscape features management,L12X+L223,"Field margins, patches and unproductive buffer strips along water courses (L12X) Strips for other aims (L223)"
