"doi","authors","year","title","reference","type"
"10.1111/j.1752-4598.2010.00098.x","haaland, c; naisbit, re; bersier, lf","2011","sown wildflower strips for insect conservation: a review","INSECT CONSERVATION AND DIVERSITY, 4, 60–80.","systematic review"
"10.1002/ldr.3424","abera, w; tamene, l; tibebe, d; adimassu, z; kassa, h; hailu, h; mekonnen, k; desta, g; sommer, r; verchot, l","2020","characterizing and evaluating the impacts of national land restoration initiatives on ecosystem services in ethiopia","LAND DEGRADATION AND DEVELOPMENT, 31(1), 37-52.","meta-analysis"
"10.1007/s10113-021-01798-8","drexler, s; gensior, a; don, a","2021","carbon sequestration in hedgerow biomass and soil in the temperate climate zone","REGIONAL ENVIRONMENTAL CHANGE, 21(3), 74.","meta-analysis"
"10.1007/s11356-020-08988-7","zheng, yl; wang, hy; qin, qq; wang, yg","2020","effect of plant hedgerows on agricultural non-point source pollution: a meta-analysis","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH, 27(20), 24831-24847.","meta-analysis"
"10.1016/j.agee.2017.04.015","van vooren, l; reubens, b; broekx, s; de frenne, p; nelissen, v; pardon, p; verheyen, k","2017","ecosystem service delivery of agri-environment measures: a synthesis for hedgerows and grass strips on arable land","AGRICULTURE, ECOSYSTEM AND ENVIRONMENT, 244, 32–51.","meta-analysis"
"10.1016/j.agee.2012.12.010","rivest, d; paquette, a; moreno, g; messier, c","2013","a meta-analysis reveals mostly neutral influence of scattered trees on pasture yield along with some contrasted effects depending on functional groups and rainfall conditions","AGRICULTURE ECOSYSTEMS AND ENVIRONMENT, 165, 74-79.","meta-analysis"
"10.1016/j.agee.2020.107290","lowe, eb; groves, r; gratton, c","2021","impacts of field-edge flower plantings on pollinator conservation and ecosystem service delivery - a meta-analysis","AGRICULTURE ECOSYSTEMS AND ENVIRONMENT, 310, 107290.","meta-analysis"
"10.1016/j.earscirev.2016.06.010","wei, w; chen, d; wang, lx; daryanto, s; chen, ld; yu, y; lu, yl; sun, g; feng, tj","2016","global synthesis of the classifications, distributions, benefits and issues of terracing","EARTH-SCIENCE REVIEWS, 159, 388-403.","systematic review"
"10.1111/ele.13576","albrecht, m; kleijn, d; williams, nm; tschumi, m; blaauw, br; bommarco, r; campbell, aj; dainese, m; drummond, fa; entling, mh; ganser, d","2020","the effectiveness of flower strips and hedgerows on pest control, pollination services and crop yield: a quantitative synthesis","ECOLOGY LETTERS, 23(10), 1488-1498.","meta-analysis"
"10.1111/icad.12454","zamorano, j; bartomeus, i; grez, aa; garibaldi, la","2020","field margin floral enhancements increase pollinator diversity at the field edge but show no consistent spillover into the crop field: a meta-analysis","INSECT CONSERVATION AND DIVERSITY, 13, 519-531.","meta-analysis"
"10.5194/se-8-217-2017","mandal, d; srivastava, p; giri, n; kaushal, r; cerda, a; alam, nm","2017","reversing land degradation through grasses: a systematic meta-analysis in the indian tropics","SOLID EARTH, 8(1), 217-233.","meta-analysis"
"10.1016/j.agee.2006.03.029","dorioz, jm; wang, d; poulenard, j; trévisan, d","2006","the eﬀect of grass buﬀer strips on phosphorus dynamics — a critical review and synthesis as a basis for application in agricultural landscapes in france","AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT, 117(1), 4-21.","systematic review"
"10.2134/jeq2018.03.0120","valkama, e; usva, k; saarinen, m; uusi-kamppa, j","2019","a meta-analysis on nitrogen retention by buffer zones","JOURNAL OF ENVIRONMENTAL QUALITY, 48(2), 270-279.","meta-analysis"
"10.1007/s10980-018-0673-5","duarte, gt; santos, pm; cornelissen, tg; ribeiro, mc; paglia, ap","2018","the effects of landscape patterns on ecosystem services: meta-analyses of landscape services","LANDSCAPE ECOLOGY, 33(8), 1247-1257.","meta-analysis"
"10.1111/brv.12040","shackelford, g; steward, pr; benton, tg; kunin, we; potts, sg; biesmeijer, jc; sait, sm","2013","comparison of pollinators and natural enemies. a meta-analysis of landscape and local effects on abundance and richness in crops","BIOLOGICAL REVIEWS, 88(4), 1002-1021.","meta-analysis"
"10.1111/j.1461-0248.2011.01642.x","chaplin-kramer, r; o'rourke, me; blitzer, ej; kremen, c","2011","a meta-analysis of crop pest and natural enemy response to landscape complexity","ECOLOGY LETTERS, 14(9), 922-932.","meta-analysis"
"10.1016/j.agee.2017.12.025","coutinho, jgd; garibaldi, la; viana, bf","2018","the influence of local and landscape scale on single response traits in bees: a meta-analysis","AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT, 256, 61-73.","meta-analysis"
"10.1111/ele.13339","marja, r; kleijn, d; tscharntke, t; klein, am; frank, t; batáry, p","2019","effectiveness of agri-environmental management on pollinators is moderated more by ecological contrast than by landscape structure or land-use intensity","ECOLOGY LETTERS, 22, 1493-1500.","meta-analysis"
"10.1002/ldr.3258","jia, l; zhao, w; fu, b; daryanto, s; wang, s; liu, y; zhai, r","2019","effects of minimum soil disturbance practices on controlling water erosion in china's slope farmland: a meta-analysis","LAND DEGRADATION AND DEVELOPMENT, 30(6), 706-716.","meta-analysis"
"10.1016/j.earscirev.2012.08.003","maetens, w; poesen, j; vanmaerck, m","2012","how effective are soil conservation techniques in reducing plot runoff and soil loss ineurope and the mediterranean?","EARTH-SCIENCE REVIEWS, 115(1–2), 21-36.","meta-analysis"
"10.1016/j.earscirev.2017.08.007","chen, d; wei, w; chen, l","2017","effects of terracing practices on water erosion control in china: a meta-analysis","EARTH-SCIENCE REVIEWS, 173, 109-121.","meta-analysis"
"10.2134/jeq2007.0437","liu, xm; mang, xy; zhang, mh","2008","major factors influencing the efficacy of vegetated buffers on sediment trapping: a review and analysis","JOURNAL OF ENVIRONMENTAL QUALITY, 37(5), 1667-1674.","systematic review"
"10.2134/jeq2008.0496","zhang, xy; liu, xm; zhang, mh; dahlgren, ra; eitzel, m","2010","review of vegetated buffers and a meta-analysis of their mitigation efficacy in reducing nonpoint source pollution","JOURNAL OF ENVIRONMENTAL QUALITY, 39, 76-84.","meta-analysis"
"10.1016/j.agwat.2019.105849","chen, d; wei, w; chen, l","2020","how can terracing impact on soil moisture variation in china? a meta-analysis","AGRICULTURAL WATER MANAGEMENT, 227, 105849.","meta-analysis"
"10.1007/s13280-020-01345-5","carstensen, mv; hashemi, f; hoffmann, cc; zak, d; audet, j; kronvang, b","2020","efficiency of mitigation measures targeting nutrient losses from agricultural drainage systems: a review","AMBIO, 49, 1820-1837.","meta-analysis"
"10.1007/s13593-015-0301-6","dollinger, j; dagès, c; bailly, js; lagacherie, p; voltz, m","2015","managing ditches for agroecological engineering of landscape. a review","AGRONOMY FOR SUSTAINABLE DEVELOPMENT, 35, 999-1020.","systematic review"
"10.1016/j.agee.2021.107409","shen, w; li, s; mi, m; zhuang, y; zhang, l","2021","what makes ditches and ponds more efficient in nitrogen control?","AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT, 314, 107409.","meta-analysis"
"10.1186/s13750-016-0060-0","land, m; graneli, w; grimvall, a; hoffmann, cc; mitsch, wj; tonderski, ks; verhoeven, jta","2016","how effective are created or restored freshwater wetlands for nitrogen and phosphorus removal? a systematic review","ENVIRONMENTAL EVIDENCE, 5, 9.","meta-analysis"
"10.2134/jeq2006.0462","mayer, pm; reynolds, sk; mccutchen, md; canfield, tj","2007","meta-analysis of nitrogen removal in riparian buffers","JOURNAL OF ENVIRONMENTAL QUALITY, 36(4), 1172-1180.","meta-analysis"
"10.2134/jeq2010.0510","stehle, s; elsaesser, d; gregoire, c; imfeld, g; niehaus, e; passeport, e; payraudeau, s; schafer, rb; tournebize, j; schulz, r","2011","pesticide risk mitigation by vegetated treatment systems: a meta-analysis","JOURNAL OF ENVIRONMENTAL QUALITY, 40(4), 1068-1080.","meta-analysis"
"10.1007/s13593-020-00626-3","paul, bk; koge, j; maass, bl; notenbaert, a; peters, m; groot, jcj; tittonell, p","2020","tropical forage technologies can deliver multiple benefits in sub-saharan africa. a meta-analysis","AGRONOMY FOR SUSTAINABLE DEVELOPMENT 40, 22","meta-analysis"
"10.1007/978-3-319-58789-9_4","bayala, j; kalinganire, a;  sileshi, gw; tondoh, je.","2018","soil organic carbon and nitrogen in agroforestry systems in sub-saharan africa. a review.","Improving the Profitability, Sustainability and Efficiency of Nutrients Through Site Specific Fertilizer Recommendations in West Africa Agro-Ecosystems pp. 51-61, Springer, Cham.","meta-analysis"
"10.1007/s13593-019-0589-8","kuyah, s; whitney, cw; jonsson, m; sileshi, gw; oborn, i; muthuri, cw; luedeling, e.","2019","agroforestry delivers a win-win solution for ecosystem services in sub-saharan africa. a meta-analysis.","AGRONOMY FOR SUSTAINABLE DEVELOPMENT, 39, 47.","meta-analysis"
"10.1016/j.agee.2016.01.005","powlson, ds; stirling, cm; thierfelder, c; white, rp; jat, ml","2016","does conservation agriculture deliver climate change mitigation through soil carbon sequestration in tropical agro-ecosystems?","AGRICULTURE ECOSYSTEMS AND ENVIROMENT, 220, 164-174.","meta-analysis"
"10.1016/j.agee.2020.106899","muchane, mn; sileshi gw; gripenberg, s; jonsson, m; pumariño, l; barrios, e.","2020","agroforestry boosts soil health in the humid and sub-humid tropics: a meta-analysis.","AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT, 295, 106899.","meta-analysis"
"10.1016/j.agee.2022.108017","liu x., tan s., song x., wu x., zhao g., li s., liang g.","2022","response of soil organic carbon content to crop rotation and its controls: a global synthesis","Agriculture, Ecosystems and Environment 335, 108017","meta-analysis"
"10.1016/j.fcr.2021.108146","ma d., yin l., ju w., li x., liu x., deng x., wang s.","2021","meta-analysis of green manure effects on soil properties and crop yield in northern china","FIELD CROPS RESEARCH, 266, 108146.","meta-analysis"
"10.1016/j.jaridenv.2016.03.002","sileshi, gw.","2016","the magnitude and spatial extent of influence of faidherbia albida trees on soil properties and primary productivity in drylands.","Journal of Arid Environments 132: 1-14.","meta-analysis"
"10.1038/srep28974","li, h; shen, hh; chen, ly; liu, ty; hu, hf; zhao, x; zhou, lh; zhang, pj; fang, jy","2016","effects of shrub encroachment on soil organic carbon in global grasslands","Scientific reports 6, 28974","meta-analysis"
"10.1111/1365-2435.12941","zhang, hy; lu, xt; knapp, ak; hartmann, h; bai, e; wang, xb; wang, zw; wang, xg; yu, q; han, xg","2018","facilitation by leguminous shrubs increases along a precipitation gradient","Functional ecology, 32, 1, 203-213","meta-analysis"
"10.1007/978-94-007-0394-0_9","akinnifesi, fk; ajayi, oc; sileshi, g; chirwa, pw; chianu, j.","2011","fertiliser trees for sustainable food security in the maize-based production systems of east and southern africa.","Sustainable Agriculture 2: 129-146","meta-analysis"
"10.1007/s10311-017-0698-z","cernay, c; makowski, d; pelzer, e","2018","preceding cultivation of grain legumes increases cereal yields under low nitrogen input conditions","ENVIRONMENTAL CHEMISTRY LETTERS, 16, 631–636","meta-analysis"
"10.1007/s13593-015-0336-8","tonitto, c; ricker-gilbert, je","2016","nutrient management in african sorghum cropping systems: applying meta-analysis to assess yield and profitability","AGRONOMY FOR SUSTAINABLE DEVELOPMENT, 36, 1-19.","meta-analysis"
"10.1007/s13593-022-00816-1","mudare s., kanomanyanga j., jiao x., mabasa s., lamichhane j.r., jing j., cong w.-f.","2022","yield and fertilizer benefits of maize/grain legume intercropping in china and africa: a meta-analysis","Agronomy for Sustainable Development 42, 5, 81","meta-analysis"
"10.1016/j.agee.2017.09.029","franke a.c., van den brand g.j., vanlauwe b., giller k.e.","2018","sustainable intensification through rotations with grain legumes in sub-saharan africa: a review","Agric Ecosyst Environ,  261, 172-185","meta-analysis"
"10.1016/j.agsy.2018.07.016","macwilliam, s; parker, d; marinangeli, cpf; tremorin, d","2018","a meta-analysis approach to examining the greenhouse gas implications of including dry peas (pisum sativum l.) and lentils (lens culinaris m.) in crop rotations in western canada","AGRIC SYST, 166, 101-110","meta-analysis"
"10.1016/j.fcr.2015.01.012","preissel, s; reckling, m; schlafke, n; zander, p","2015","magnitude and farm-economic value of grain legume pre-crop benefits in europe: a review","FIELD CROPS RESEARCH, 175, 64-79.","meta-analysis"
"10.1016/j.fcr.2021.108208","feng, c; sun, zx; zhang, lz; feng, ls; zheng, jm; bai, w; gu, cf; wang, q; xu, z; van der werf, w","2021","maize/peanut intercropping increases land productivity: a meta-analysis","FIELD CROPS RESEARCH, 270, 108208","meta-analysis"
"10.1016/j.fcr.2022.108504","rodenburg j., mollee e., coe r., sinclair f.","2022","global analysis of yield benefits and risks from integrating trees with rice and implications for agroforestry research in africa","FIELD CROPS RESEARCH, 281, 108504","systematic review"
"10.1038/s41467-022-32464-0","zhao j., chen j., beillouin d., lambers h., yang y., smith p., zeng z., olesen j.e., zang h.","2022","global systematic review with meta-analysis reveals yield advantage of legume-based rotations and its drivers","Nature communications, 13, 1, 4926 ","meta-analysis"
"10.1071/CP14252","angus, jf; kirkegaard, ja; hunt, jr; ryan, mh; ohlander, l; peoples, mb","2015","break crops and rotations for wheat","CROP PASTURE SCI, 66, 523–552","meta-analysis"
"10.1139/cjps-2021-0177","bourgeois b., charles a., van eerd l.l., tremblay n., lynch d., bourgeois g., bastien m., bélanger v., landry c., vanasse a.","2022","interactive effects between cover crop management and the environment modulate benefits to cash crop yields: a meta-analysis","CANADIAN JOURNAL OF PLANT SCIENCE, 102, 656-678.","meta-analysis"
"10.1111/gcb.16269","nouri a., lukas s., singh s., singh s., machado s.","2022","when do cover crops reduce nitrate leaching? a global meta-analysis","Global Change Biology 28, 15, 4736 - 4749","meta-analysis"
"10.1016/j.fcr.2017.01.010","verret, v; gardarin, a; pelzer, e; mediene, s; makowski, d; valantin-morison, m","2017","can legume companion plants control weeds without decreasing crop yield? a meta-analysis","FIELD CROPS RESEARCH, 204, 158-168.","meta-analysis"
"not available","darabighane, b; mandavi, a; aghjehgheshlagh, fm; navidshad, b; yousefi, mh; lee, mrf","2021","the effects of dietary saponins on ruminal methane production and fermentation parameters in sheep: a meta analysis","IRANIAN JOURNAL OF APPLIED ANIMAL SCIENCE, 11(1), 15-21.","meta-analysis"
"10.1371/journal.pone.0246922","salami, sa; moran, ca; warren, he; taylor-pickard, j","2021","meta-analysis and sustainability of feeding slow-release urea in dairy production","PLOS ONE, 16(2), e0246922.","meta-analysis"
"10.1016/j.tvjl.2021.105659","torres, rns; paschoaloto, jr; ezequiel, jmb; da silva, dav; almeida, mtc","2021","meta-analysis of the effects of essential oil as an alternative to monensin in diets for beef cattle","THE VETERINARY JOURNAL, 272, 105659.","meta-analysis"
"10.3390/ani10040620","belanche, a; newbold, cj; morgavi, dp; bach, a; zweifel, b; yanez-ruiz, dr","2020","a meta-analysis describing the effects of the essential oils blend agolin ruminant on performance, rumen fermentation and methane emissions in dairy cows","ANIMALS, 10, 620.","meta-analysis"
"10.3168/jds.2020-18541","feng, xy; dijkstra, j; bannink, a; van gastelen, s; france, j; kebreab, e","2020","antimethanogenic effects of nitrate supplementation in cattle: a meta-analysis","JOURNAL OF DAIRY SCIENCE, 103(12), 11375-11385.","meta-analysis"
"10.5398/tasj.2020.43.3.233","harahap, rp; setiawan, d; nahrowi; suharti, s; obitsu, t; jayanegara, a","2020","enteric methane emissions and rumen fermentation profile treated by dietary chitosan: a meta-analysis of in vitro experiments","TROPICAL ANIMAL SCIENCE JOURNAL, 43(3):233-239.","meta-analysis"
"10.1111/jpn.13341","herremans, s; vanwindekens, f; decruyenaere, v; beckers, y; froidmont, e","2020","effect of dietary tannins on milk yield and composition, nitrogen partitioning and nitrogen use efficiency of lactating dairy cows: a meta-analysis","JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION, 104(5), 1209-1218.","meta-analysis"
"10.5187/jast.2020.62.1.31","kim, h; le, hg; beek, yc; lee, s; seo, j","2020","the effects of dietary supplementation with 3-nitrooxypropanol on enteric methane emissions, rumen fermentation, and production performance in ruminants: a meta-analysis","Journal of Animal Science and Technology, 62(1):31-42.","meta-analysis"
"10.13031/aim.202001437","liu z., ariful haque md.,","2020","evaluate the representativeness of the naems air emission data for swine operations in a changing industry","AMERICAN SOCIETY OF AGRICULTURAL AND BIOLOGICAL ENGINEERS","systematic review"
"10.1016/j.agee.2019.106748","wang, hl; long, wt; chadwick, d; velthof, gl; oenema, o; ma, wq; wang, jj; qin, w; hou, y; zhang, fs","2020","can dietary manipulations improve the productivity of pigs with lower environmental and economic cost? a global meta-analysis","AGRICULTURE ECOSYSTEMS AND ENVIRONMENT, 289, 106748.","meta-analysis"
"10.1111/jpn.13367","yanza y.r.; szumacher-strabel m.; jayanegara a.; kasenta a.m.; gao m.; huang h.; patra a.k.; warzych e.; cieślak a.","2020","the effects of dietary medium-chain fatty acids on ruminal methanogenesis and fermentation in vitro and in vivo: a meta-analysis","JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION, 00:1–16.","meta-analysis"
"10.3389/fmicb.2019.02648","dai, xx; faciola, ap","2019","evaluating strategies to reduce ruminal protozoa and their impacts on nutrient utilization and animal performance in ruminants - a meta-analysis","FRONTIERS IN MICROBIOLOGY, 10, 2648.","meta-analysis"
"10.1007/s11356-018-3878-x","darabighane, b; salem, azm; aghjehgheshlagh, fm; mahdavi, a; zarei, a; elghandour, mmmy; lopez, s","2019","environmental efficiency of saccharomyces cerevisiae on methane production in dairy and beef cattle via a meta-analysis","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH, 26(4), 3651-3658.","meta-analysis"
"10.3168/jds.2018-15785","van gastelen, sanne, dijkstra, jan, bannink, andré","2019","are dietary strategies to mitigate enteric methane emission equally effective across dairy cattle, beef cattle, and sheep?","JOURNAL OF DAIRY SCIENCE, 102(7), 6109-6130.","meta-analysis"
"10.1016/j.wasman.2019.05.019","wang, y; xue, wt; zhu, zp; yang, jf; li, xr; tian, z; dong, hm; zou, gy","2019","mitigating ammonia emissions from typical broiler and layer manure management - a system analysis","WASTE MANAGEMENT, 9(3), 730-743.","meta-analysis"
"10.3168/jds.2018-14456","dijkstra, j; bannink, a; france, j; kebreab, e; van gastelen, s","2018","short communication: antimethanogenic effects of 3-nitrooxypropanol depend on supplementation dose, dietary fiber content, and cattle type","JOURNAL OF DAIRY SCIENCE, 101(10), 9041-9047.","meta-analysis"
"10.1080/1828051X.2017.1404945","jayanegara, a; sarwono, ka; kondo, m; matsui, h; ridla, m; laconi, eb; nahrowi","2018","use of 3-nitrooxypropanol as feed additive for mitigating enteric methane emissions from ruminants: a meta-analysis","ITALIAN JOURNAL OF ANIMAL SCIENCE, 17(3), 650-656.","meta-analysis"
"10.1186/s40104-018-0305-6","li, zj; deng, q; liu, yf; yan, t; li, f; cao, yc; yao, jh","2018","dynamics of methanogenesis, ruminal fermentation and fiber digestibility in ruminants following elimination of protozoa: a meta-analysis","JOURNAL OF ANIMAL SCIENCE AND BIOTECHNOLOGY, 9, 89.","meta-analysis"
"10.1007/s10705-017-9893-3","sajeev, epm; amon, b; ammon, c; zollitsch, w; winiwarter, w","2018","evaluating the potential of dietary crude protein manipulation in reducing ammonia emissions from cattle and pig manure: a meta-analysis","NUTRIENT CYCLING IN AGROECOSYSTEMS, 110, 161–175.","meta-analysis"
"10.2134/jeq2017.05.0199","sajeev, epm; winiwarter, w; amon, b","2018","greenhouse gas and ammonia emissions from different stages of liquid manure management chains: abatement options and emission interactions","JOURNAL OF ENVIRONMENTAL QUALITY, 47, 30-41.","meta-analysis"
"10.1021/acs.est.8b02475","wang, y; li, xr; yang, jf; tian, z; sun, qp; xue, wt; dong, hm","2018","mitigating greenhouse gas and ammonia emissions from beef cattle feedlot production: a system meta-analysis","ENVIRONMENTAL SCIENCE AND TECHNOLOGY, 52, 11232-11242.","meta-analysis"
"10.1088/1748-9326/aa6cd5","clark, m; tilman, d","2017","comparative analysis of environmental impacts of agricultural production systems, agricultural input efficiency, and food choice","ENVIRONMENTAL RESEARCH LETTERS, 12(6), 64016.","meta-analysis"
"10.1111/gcb.12767","hou, y; velthof, gl; oenema, o","2015","mitigation of ammonia, nitrous oxide and methane emissions from manure management chains: a meta-analysis and integrated assessment","GLOBAL CHANGE BIOLOGY, 21(3), 1293-1312.","meta-analysis"
"10.1080/14735903.2014.936189","lewis, ka; tzilivakis, j; green, a; warner, dj","2015","potential of feed additives to improve the environmental impact of european livestock farming: a multi-issue analysis","INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY, 13(1), 55-68.","meta-analysis"
"10.1016/j.agee.2015.04.035","nayak, d; saetnan, e; cheng, k; wang, w; koslowski, f; cheng, yf; zhu, wy; wang, jk; liu, jx; moran, d; yan, xy; cardenas, l; newbold, j; pan, gx; lui, yl; smith, p","2015","management opportunities to mitigate greenhouse gas emissions from chinese agriculture","AGRICULTURE ECOSYSTEMS AND ENVIRONMENT, 209, 108-124.","meta-analysis"
"10.3168/jds.2012-5923","appuhamy, jadrn; strathe, ab; jayasundara, s; wagner-riddle, c; dijkstra, j; france, j; kebreab, e","2013","anti-methanogenic effects of monensin in dairy and beef cattle: a meta-analysis","JOURNAL OF DAIRY SCIENCE, 96, 5161-5173.","meta-analysis"
"10.1016/j.anifeedsci.2011.04.018","ungerfeld, em; forster, rj","2011","a meta-analysis of malate effects on methanogenesis in ruminal batch cultures","ANIMAL FEED SCIENCE AND TECHNOLOGY, 166-167, 282-290.","meta-analysis"
"10.4141/CJAS07112","eugene, m; masse, d; chiquette, j; benchaar, c","2008","meta-analysis on the effects of lipid supplementation on methane production in lactating dairy cows","CANADIAN JOURNAL OF ANIMAL SCIENCE, 88(2), 331-334.","meta-analysis"
"10.2527/jas.2006-674","ungerfeld, em; kohn, ra; wallace, rj; newbold, cj","2007","a meta-analysis of fumarate effects on methane production in ruminal batch cultures","JOURNAL OF ANIMAL SCIENCE, 85(10), 2556-2563.","meta-analysis"
"10.1016/j.algal.2023.103359","narvaez-izquiedo j.; fonseca-de la hoz j.; kannan g.; bohorquez-herrera j.","2024","use of macroalgae as a nutritional supplement for sustainable production of ruminants: a systematic review and an insight on the colombian caribbean region","ALGAL RESEARCH, 77, 103359.","meta-analysis"
"10.3168/jds.2022-22211","kebreab e.; bannink a.; pressman e.m.; walker n.; karagiannis a.; van gastelen s.; dijkstra j.","2023","a meta-analysis of effects of 3-nitrooxypropanol on methane production, yield, and intensity in dairy cattle","Journal of Dairy Science, 106(2), 927-936.","meta-analysis"
"10.17221/124/2022-cjas","qomariyah n.; ella a.; ahmad s.n.; yusriani y.; sholikin m.m.; prihambodo t.r.; retnani y.; jayanegara a.; wina e.; permana i.g.","2023","dietary biochar as a feed additive for increasing livestock performance: a meta-analysis of in vitro and in vivo experiment","CZECK JOURNAL OF ANIMAL SCIENCE, 68(2), 72-86.","meta-analysis"
"10.1111/jpn.13853","irawan a.; jayanegara a.; niderkorn v.","2024","impacts of red clover and sainfoin silages on the performance, nutrient utilization and milk fatty acids profile of ruminants: a meta-analysis","JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION, 108(1), 13-26.","meta-analysis"
"10.1016/j.anifeedsci.2023.115806","brutti d.d.; canozzi m.e.a.; sartori e.d.; colombatto d.; barcellos j.o.j.","2023","effects of the use of tannins on the ruminal fermentation of cattle: a meta-analysis and meta-regression","ANIMAL FEED SCIENCE AND TECHNOLOGY, 306, 115806.","meta-analysis"
"10.5713/ab.22.0258","susanto, i; wiryawan, kg; suharti, s; retnani, y; zahera, r; jayanegara, a","2023","evaluation of megasphaera elsdenii supplementation on rumen fermentation, production performance, carcass traits and health of ruminants: a meta-analysis","ANIMAL BIOSCIENCE, 36(6), 879-890.","meta-analysis"
"10.1016/j.anifeedsci.2022.115564","berça a.s.; tedeschi l.o.; da silva cardoso a.; reis r.a.","2023","meta-analysis of the relationship between dietary condensed tannins and methane emissions by cattle","ANIMAL FEED SCIENCE AND TECHNOLOGY, 298, 115564.","meta-analysis"
"10.5398/tasj.2023.46.1.74","abdelbagi m.; ridwan r.; fitri a.; nahrowi; jayanegarac a.","2023","performance, methane emission, nutrient utilization, and the nitrate toxicity of ruminants with dietary nitrate addition: a meta-analysis from in vivo trials","TROPICAL ANIMAL SCIENCE JOURNAL, 46(1), 74-84.","meta-analysis"
"10.1016/j.smallrumres.2023.106919","santos torres r.d.n.; coelho l.d.m.; ghedini c.p.; neto o.r.m.; chardulo l.a.l.; torrecilhas j.a.; de lima valença r.; baldassini w.a.; almeida m.t.c.","2023","potential of nutritional strategies to reduce enteric methane emission in feedlot sheep: a meta-analysis and multivariate analysis","SMALL RUMINANT RESEARCH, 220, 106919.","meta-analysis"
"10.3390/fermentation8060254","orzuna‐orzuna j.f.; dorantes‐iturbide g.; lara‐bueno a.; miranda‐romero l.a.; mendoza‐martínez g.d.; santiago‐figueroa i.","2022","a meta‐analysis of essential oils use for beef cattle feed: rumen fermentation, blood metabolites, meat quality, performance and, environmental and economic impact","FERMENTATION, 8(6), 254.","meta-analysis"
"10.1111/asj.13765","fitri a.; yanza y.r.; jayanegara a.; ridwan r.; astuti w.d.; sarwono k.a.; fidriyanto r.; rohmatussolihat r.; widyastuti y.; obitsu t.","2022","divergence effects between dietary acacia and quebracho tannin extracts on nutrient utilization, performance, and methane emission of ruminants: a meta-analysis","ANIMAL SCIENCE JOURNAL, 93(1), e13765.","meta-analysis"
"10.1016/j.animal.2022.100458","alfonso-avila a.r.; cirot o.; lambert w.; létourneau-montminy m.p.","2022","effect of low-protein corn and soybean meal-based diets on nitrogen utilization, litter quality, and water consumption in broiler chicken production: insight from meta-analysis","ANIMAL, 16(3), 100458.","meta-analysis"
"10.1016/j.smallrumres.2021.106585","torres r.n.s.; ghedini c.p.; paschoaloto j.r.; da silva d.a.v.; coelho l.m.; almeida junior g.a.; ezequiel j.m.b.; machado neto o.r.; almeida m.t.c.","2022","effects of tannins supplementation to sheep diets on their performance, carcass parameters and meat fatty acid profile: a meta-analysis study","SMALL RUMINANT RESEARCH, 206, 106585.","meta-analysis"
"10.1016/j.anifeedsci.2022.115503","sofyan a.; irawan a.; herdian h.; jasmadi; harahap m.a.; sakti a.a.; suryani a.e.; novianty h.; kurniawan t.; darma i.n.g.; windarsih a.; jayanegara a.","2022","effects of various macroalgae species on methane production, rumen fermentation, and ruminant production: a meta-analysis from in vitro and in vivo experiments","ANIMAL FEED SCIENCE AND TECHNOLOGY, 294, 115503.","meta-analysis"
"10.3390/vetsci9090475","dorantes-iturbide g.; orzuna-orzuna j.f.; lara-bueno a.; mendoza-martínez g.d.; miranda-romero l.a.; lee-rangel h.a.","2022","essential oils as a dietary additive for small ruminants: a meta-analysis on performance, rumen parameters, serum metabolites, and product quality","VETERINARY SCIENCES, 9(9), 475.","meta-analysis"
"10.1073/pnas.2111294119","arndt c.; hristov a.n.; price w.j.; mcclelland s.c.; pelaez a.m.; cueva s.f.; oh j.; dijkstra j.; bannink a.; bayat a.r.; crompton l.a.; eugéne m.a.; enahoro d.; kebreab e.; kreuzer m.; mcgee m.; martin c.; newbold c.j.; reynolds c.k.; schwarm a.; shingfield k.j.; veneman j.b.; yáñez-ruiz d.r.; yu z.","2022","full adoption of the most effective strategies to mitigate methane emissions by ruminants can help meet the 1.5 °c target by 2030 but not 2050","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA, 119(20), E2111294119.","meta-analysis"
"10.1371/journal.pone.0249053","lean i.j.; golder h.m.; grant t.m.d.; moate p.j.","2021","a meta-analysis of effects of dietary seaweed on beef and dairy cattle performance and methane yield","PLoS ONE 16(7): e0249053.","meta-analysis"
"10.1093/tas/txac028","brito a.f.; almeida k.v.; oliveira a.s.","2022","production performance, nutrient use efficiency, and predicted enteric methane emissions in dairy cows under confinement or grazing management system","TRANSLATIONAL ANIMAL SCIENCE, 6(2), txac028.","meta-analysis"
"10.3390/ani12151981","byrne l.; murphy r.a.","2022","relative bioavailability of trace minerals in production animal nutrition: a review","ANIMALS,  12(15), 1981.","meta-analysis"
