B.Code,B.Author.Last,B.Date,B.Journal,B.New,B.DOI,B.Url,B.Project,B.Link1,B.Link2,B.Link3,B.Link4,era_snapshots_all,era_snapshot_harmonized,B.Version
JO0132,Devkota,2021,Experimental Agriculture,,10.1017/S0014479721000107,,ERA 2023,,,,,ie,ie,V2.0.23
JO0133,Liben,2020,Agronomy Journal,,10.1002/agj2.20020,,ERA 2023,,,,,ie,ie,V2.0.23
JO0134,Maman,2019,Agronomy Journal,,10.2134/agronj2018.12.0756,,ERA 2023,,,,,ie,ie,V2.0.23
JO0135,Asefa,2019,Water Switzerland,,10.3390/w11030530,,ERA 2023,10.2489/JSWC.75.2.209,,,,ie,ie,V2.0.23
JO0136,Akoto,2020,Agroforestry Systems,,10.1007/s10457-020-00493-7,,ERA 2023,,,,,ie,ie,V2.0.23
JO0137,Gebretsadik,2018,Scientific Report,,10.1038/s41598-018-27762-x,,ERA 2023,,,,,ie,ie,V2.0.23
JO0138,Gelaye,2022,Scientific World Journal,,10.1155/2022/2108401,,ERA 2023,,,,,ie,ie,V2.0.23
JO0140,Asefa,2020,Journal of Soil and Water Conservation,,10.2489/JSWC.75.2.209,,ERA 2023,,,,,ie,ie,V2.0.23
JO0141,El Samnoudi,2019,Communications in Soil Science and Plant Analysis,,10.1080/00103624.2019.1671445,,ERA 2023,,,,,ie,ie,V2.0.23
JO0142,Enesi,2022,European Journal of Agronomy,,10.1016/j.eja.2021.126448,,ERA 2023,,,,,ie,ie,V2.0.23
JO0143,Ndayisaba,2021,Field Crops Research,,10.1016/j.fcr.2021.108067,,ERA 2023,,,,,ie,ie,V2.0.23
JO0144,Danquah,2022,Annals of Agricultural Science,,10.1016/j.aoas.2022.05.001,,ERA 2023,,,,,ie,ie,V2.0.23
JO0145,Kugedera,2023,Journal of Plant Nutrition,,10.1080/01904167.2022.2092512,,ERA 2023,,,,,ie,ie,V2.0.23
JO0147,Onyenali,2020,Organic Agriculture,,10.1007/s13165-019-00258-2,,ERA 2023,,,,,ie,ie,V2.0.23
JO0148,Ibrahim,2019,Communications in Soil Science and Plant Analysis,,10.1080/00103624.2019.1679162,,ERA 2023,,,,,ie,ie,V2.0.23
JO0149,Tadesse,2022,Advances in Agriculture,,10.1155/2022/4655590,,ERA 2023,,,,,ie,ie,V2.0.23
JO0150,Issaka,2019,Agronomy,,10.3390/agronomy9100641,,ERA 2023,,,,,ie,ie,V2.0.23
JO0151,Manzeke-Kangara,2021,Agronomy,,10.3390/agronomy11010124,,ERA 2023,,,,,ie,ie,V2.0.23
JO0152,Araya,2021,Land Degradation & Development,,10.1002/ldr.3816,,ERA 2023,,,,,ie,ie,V2.0.23
JO0153,Et Tayeb,2022,Ecological Engineering and Environmental Technology,,10.12912/27197050/145962,,ERA 2023,,,,,ie,ie,V2.0.23
JO0154,Ogwok,2019,Plos One,,10.1371/journal.pone.0201329,,ERA 2023,,,,,ie,ie,V2.0.23
JO0156,Bitew,2022,Crop Protection,,10.1016/j.cropro.2022.105930,,ERA 2023,,,,,ie,ie,V2.0.23
JO0158,Kurgat,2018,Agricultural Systems,,10.1016/j.agsy.2017.10.003,,ERA 2023,,,,,ie,ie,V2.0.23
JO0159,Parwada,2020,Cogent Food & Agriculture,,10.1080/23311932.2020.1792668,,ERA 2023,,,,,ie,ie,V2.0.23
JO0160,Fatumah,2020,Heliyon,,10.1016/j.heliyon.2020.e05616,,ERA 2023,,,,,ie,ie,V2.0.23
JO0162,Honfoga,2020,"African Journal of Food, Agriculture, Nutrition and Development",,10.18697/AJFAND.91.19380,,ERA 2023,,,,,ie,ie,V2.0.23
JO0164,Farag,2020,"Journal on Food, Agriculture and Society",,10.17170/kobra-202003241097,,ERA 2023,,,,,ie,ie,V2.0.23
JO0165,Yahbi,2022,"OCL - Oilseeds and fats, Crops and Lipids",,10.1051/ocl/2022001,,ERA 2023,,,,,ie,ie,V2.0.23
JO0166,Rakotoson,2021,Plant Production Science,,10.1080/1343943X.2020.1828947,,ERA 2023,,,,,ie,ie,V2.0.23
JO0168,Ngalamu,2020,Legume Research,,10.18805/LR-463,,ERA 2023,,,,,ie,ie,V2.0.23
JO0170,Ghazzawy,2022,Agriculture,,10.3390/agriculture12122018,,ERA 2023,,,,,ie,ie,V2.0.23
JO0172,El Mehy,2022,Saudi Journal of Biological Sciences,,10.1016/j.sjbs.2022.02.032,,ERA 2023,,,,,ie,ie,V2.0.23
JO0173,Olugbemi,2018,Journal of Agricultural Science,,10.4038/jas.v13i1.8296,,ERA 2023,,,,,ie,ie,V2.0.23
JO0174,Naeem,2022,Agronomy,,10.3390/agronomy12040942,,ERA 2023,,,,,ie,ie,V2.0.23
JO0175,Birhanu,2020,Cogent Food & Agriculture,,10.1080/23311932.2020.1762979,,ERA 2023,,,,,ie,ie,V2.0.23
JO0176,Tesfaye,2022,Advances in Agriculture,,10.1155/2022/7874717,,ERA 2023,,,,,ie,ie,V2.0.23
JO0177,Nyaga,2019,Agroforestry Systems,,10.1007/s10457-017-0169-3,,ERA 2023,,,,,ie,ie,V2.0.24
JO0178,Zongo,2022,Agriculture  and Food Security,,10.1186/s40066-021-00347-0,,ERA 2023,,,,,ie,ie,V2.0.24
JO0179,Haefele,2022,Field Crops Research,,10.1016/j.fcr.2021.108357,,ERA 2023,,,,,ie,ie,V2.0.24
JO0181,Saudy,2022,Journal of Crop Health,,10.1007/s10343-022-00736-w,,ERA 2023,,,,,ie,ie,V2.0.24
JO0184,Tignegre,2022,Agronomy,,10.3390/agronomy12123037,,ERA 2023,,,,,ie,ie,V2.0.24
JO0185,Huat,2018,Experimental Agriculture,,10.1017/S0014479717000230,,ERA 2023,,,,,ie,ie,V2.0.24
JO0186,Adeyemi,2022,Journal of Plant Nutrition,,10.1080/01904167.2021.1994593,,ERA 2023,,,,,ie,ie,V2.0.24
JO0187,Nwokoro,2021,Field Crops Research,,10.1016/j.fcr.2021.108283,,ERA 2023,,,,,ie,ie,V2.0.24
JO0188,Luo,2020,Science of the Total Environment,,10.1016/j.scitotenv.2020.139808,,ERA 2023,,,,,ie,ie,V2.0.24
JO0189,Coe,2016,Experimental Agriculture,,10.1017/S0014479716000181,,ERA 2023,,,,,ie,ie,V2.0.24
JO0190,Matsumoto,2022,Frontiers in Plant Science,,10.3389/fpls.2022.973388,,ERA 2023,,,,,ie,ie,V2.0.24
JO0191,Rashad,2020,Communications in Soil Science and Plant Analysis,,10.1080/00103624.2020.1784915,,ERA 2023,,,,,ie,ie,V2.0.24
JO0192,Tauro,2021,Heliyon,,10.1016/j.heliyon.2021.e08567,,ERA 2023,,,,,ie,ie,V2.0.27
JO0193,Dossa,2018,Agro- Ecosystems,,10.1007/978-3-319-58789-9_16,,ERA 2023,,,,,ie,ie,V2.0.24
JO0195,Senkoro,2018,Agronomy Journal,,10.2134/agronj2018.01.0019,,ERA 2023,,,,,ie,ie,V2.0.24
JO0197,Traore,2020,Agronomy,,10.3390/agronomy10050726,,ERA 2023,,,,,ie,ie,V2.0.24
JO0198,Pena Venegas,2021,Frontiers in Plant Science,,10.3389/fpls.2021.693037,,ERA 2023,,,,,ie,ie,V2.0.24
JO0199,Adu,2018,Heliyon,,10.1016/j.heliyon.2018.e00750,,ERA 2023,,,,,ie,ie,V2.0.24
JO0200,Welde,2019,Sustainable Water Resource Mnagement,,10.1007/s40899-018-0250-8,,ERA 2023,,,,,ie,ie,V2.0.24
JO0201,Hunegnaw,2022,Advances in Agriculture,,10.1155/2022/7373145,,ERA 2023,,,,,ie,ie,V2.0.24
JO0202,Chitanda,2022,Advances in Agriculture,,10.1155/2022/7393896,,ERA 2023,,,,,ie,ie,V2.0.24
JO0203,Niassy,2022,Sustainability,,10.3390/su14042162,,ERA 2023,,,,,ie,ie,V2.0.24
JO0204,Elvis,2020,"African Journal of Food, Agriculture, Nutrition and Development",,10.18697/ajfand.95.19040,,ERA 2023,,,,,ie,ie,V2.0.24
JO0210,Bucagu,2020,Food Security,,10.1007/s12571-020-01059-2,,ERA 2023,,,,,ie,ie,V2.0.24
JO0211,Ronner,2019,Agricultural Systems,,10.1016/j.agsy.2019.05.003,,ERA 2023,,,,,ie,ie,V2.0.27
JO0212,Mingotte,2021,Revista Caatinga,,10.1590/1983-21252021v34n112rc,,ERA 2023,,,,,ie,ie,V2.0.27
JO0213,Verhulst,2011,Plant Soil,,10.1007/s11104-011-0728-8,,ERA 2023,https://pdf.sciencedirectassets.com/271162/1-s2.0-S0378429005X02088/1-s2.0-S0378429004002680/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEM3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCH05%2Bu8y6%2F7hSDYWCzywmP78KBhZR2vZqqO9BEsCDKUUCIQCK23aPXwHQ8MrM3h4PWFfizYUeL5dM3dfTlLfw%2F5uHbyqzBQhGEAUaDDA1OTAwMzU0Njg2NSIMdOpauYE28ZvvpVlwKpAFA5TwTaLC%2ByTqIq81lJnFuD894q3UZQywiStN3K%2FRjVpDRLFnmlEnmM6XJQ%2FP9RARnZmtRIrfBiHkcJk5oG26NLCCRj3pBFxmjnv2X61AXQZVevcx2oiiRmBTlGRC8cmbGtrabpHlkvysrCpGAviQ3eVelExFNc2AomQ64yhf0GhbBU%2F9dTB5fXZgCiCIbFIhbK6CDOoyJ6w8EbEZ%2FgGPKsAUhH18jRMNj%2FPnV4J5xFR%2Ffxdizj0iri1SmNxjt5X763%2BZVqKuZxunDj3I6SN0u%2BO5Ix%2F1%2BD%2BXlMwL%2FHbg72eSkD9famIGkWcmV3Os1r9WuK4%2BBHdO5ILdYLfta0y7Htjf3HQ%2BL1XWv19radBX%2BEDwof%2FeCaB3VdgIy5xa%2FKG6VayFrJjPJxTfC%2FdDryqHE6PWiRmnH5lP3aissHxmCChyNuiQOpQ9SmUYDhb%2F6fB9CMlUT%2FJ12BYFiYT5eW9mc68kGuInuJAsAuprFCoarRUyIZ5LZyBKfBQqmX2f%2F99Eqi49LJ0YQi0UWVA1ihsYpnbPD5AyYF5fIGmExvI0aj1BxijC6iEAsFOsxSUZfT73Tzh8INEynSXM3sBb6piaTB2bFTs31AFlfCvHppQmFU8O6seMBt5UfiMCR20NtUZoaRr4eMAnXtuXLiM9b2aeO6aU9FntJFRqeveBq9%2BN%2Bl%2BmD2ndjkuH4HuDw5pd6pRvqTvSAIOIXkirQ9E3Jigolq3qVfvAp%2F3MArmTmdZgX0EzkLEIGdxYbrBVqff02KqC5a8TCotNm%2FkYmb7iSjQXWon%2FMJyav3nL2810aPcUm0WTJJrrBXQQmEhsPO9uRN1NNtczPr%2FkI9WF28mf9oJAp5y9aFObb3RUkCzfLRpxh%2BYwuLCysgY6sgEAOH8L1mkIZiGHvLvP5Tn8G3yw4zDeemUuY%2FTETunklGQlRVXxn3FYgjDJyjgb8IGQm53MFqgF8QIYb431fldjtjCyJ7nDNCr%2BZfzOrrbuGV6UuIH06Kjv7Lzi2YPB8FPkdxhyo1v9EdRzl7C8jghhgRJGxJRZ9jkpEZADg6AB8udQEascmwY8RnQ5qcCR0fNNpIj8tqbMIuXpK4WGktsaA%2BGA75usFB7j3vR1DsdHKSEp&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240521T132844Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY7ZCHY6NO%2F20240521%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=325843747f17adf05b5d203c8238804b33cab1b1288a1d1b7cede63305fc1520&hash=2e52d6ce7e7b461df8fe04b754539a450d6a4234a2541e23a7bcc70ecac7fdbc&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0378429004002680&tid=spdf-065c9049-a8f9-498c-80ef-17daaa925fea&sid=95ba41f91a8ab944ee6954b5a7694fc68cadgxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=0d0656565552035a5600&rr=8874e94d786565eb&cc=ke,,,,ie,ie,V2.0.27
JO0214,Cruz,2014,Revista Brasileira de Engenharia Agricola e Ambiental,,10.1590/S1415-43662014000600006,,ERA 2023,,,,,ie,ie,V2.0.27
JO0217,Pouya,2022,Agronomy,,10.3390/agronomy12040792,,ERA 2023,,,,,ie,ie,V2.0.28
JO1004,Nyambali,2022,Agriculture,,10.3390/  agriculture12071023,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1010,Kuwi,2024,Indian Journal of Animal Science,,10.56093/ijans.v94i7.146750,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1011,Mataveia,2019,Black Sea Journal of Agriculture,,,https://dergipark.org.tr/en/download/article-file/657153,ERA 2024 Livestock,,,,,cc,cc,V1.2.5
JO1014,Ebeid,2022,Journal of Animal Health and Production,,10.17582/journal.jahp/2022/10.4.466.474,,ERA 2024 Livestock,,,,,cc,cc,V1.2.3
JO1018,Shoyombo,2021,Journal of Animal Science and Veterinary Medicine,,10.31248/JASVM2021.301,,ERA 2024 Livestock,,,,,cc,cc,V1.2.3
JO1034,"Ikyume,",2018,Journal of Animal Husbandry and Dairy Science,,10.22259/2637-5354.0201004,,ERA 2024 Livestock,,,,,cc,cc,V1.2.3
JO1046,Chalchissa,2018,Journal of Biology Agriculture and Healthcare in the system,,,https://www.iiste.org/Journals/index.php/JBAH/article/view/43059,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1048,Muhammad,2021,Agricultural Science Digest,,10.18805/ag.D-295,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1061,Okpara,2021,Journal of Sustainable Veterinary & Allied Sciences,,10.54328/covm.josvas.2022.058,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1065,Chalchissa,2018,"Journal of Biology, Agriculture and Healthcare",,,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.iiste.org/Journals/index.php/JBAH/article/download/43060/44354&ved=2ahUKEwij9qONn42KAxUVwAIHHVJlANEQFnoECBwQAQ&usg=AOvVaw2-HtTmiXyQ6V4G3NDBo87E,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1068,Ugwuoke,2020,Agricultural Science Digest,,10.18805/ag.D-189,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1072,Waitituh,2020,Journal of Economic Impact,,10.52223/jei0202201,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1075,Modisaojang-Mojanaga,2019,Applied Ecology and Environmental Research,,10.15666/aeer/1704_81398150,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1078,Jimoh,2024,Journal of Animal Science and Technology,,10.5187/jast.2022.e123,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JO1082,Hadhoud,2020,Sciendo,,10.2478/aoas-2020-0114,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
JS0006.1,Akonde,1996,Agroforestry Systems,,10.1007/bf00129628,,ERA 2023,,,,,ie,ie,V2.0.24
JS0011,Fandohan,2005,African Journal of Biotechnology,No,,www.ajol.info/index.php/ajb/article/view/137899,ERA 2020,,,,,mh,mh,
JS0025,Bado,2010,Communications in Soil Science and Plant Analysis,,10.1080/00103621003646055,,ERA 2023,,,,,ie,ie,V2.0.24
JS0035,Bostick,2007,Soil and Tillage Research,,10.1016/j.still.2006.03.020,,ERA 2023,,,,,ie,ie,V2.0.24
JS0039,Mando,2005,Soil Use and Management,,10.1079/SUM2005339,,ERA 2023,,,,,ie,ie,V2.0.24
JS0040.1,Mando,2005,Soil Use and Management,,10.1079/sum2005287,,ERA 2023,,,,,ie,ie,V2.0.24
JS0040.2,Mando,2005,Soil Use and Management,,10.1016/j.still.2004.03.002,,ERA 2023,,,,,ie,ie,V2.0.24
JS0046,Ouedraogo-Kone,2009,Tropical Animal Health and Production,No,10.1007/s11250-009-9307-x,,Livestock Update 2022,,,,,sc,sc,
JS0047,Pousga,2007,African Journal of Agricultural Research,No,,https://www.researchgate.net/profile/Jan-Lindberg/publication/237403845_Effect_of_supplements_based_on_fishmeal_or_cottonseed_cake_and_management_system_on_the_performance_and_economic_efficiency_of_exotic_hens_in_Burkina_Faso/links/02e7e5278bcbca1a61000000/Effect-of-supplements-based-on-fishmeal-or-cottonseed-cake-and-management-system-on-the-performance-and-economic-efficiency-of-exotic-hens-in-Burkina-Faso.pdf,Livestock Update 2022,,,,,sc,sc,
JS0048,Sanon,2008,Livestock Science,No,10.1016/j.livsci.2007.12.011,,Livestock Update 2022,,,,,sc,sc,
JS0052,Tilander,1995,Agroforestry Systems,,10.1007/bf00705220,,ERA 2023,,,,,ie,ie,V2.0.24
JS0054,Villenave,2010,Biology and Fertility of Soils,,10.1007/s00374-010-0471-y,,ERA 2023,,,,,ie,ie,V2.0.24
JS0060,Akinbamijo,2003,Livestock Production Science,No,10.1016/S0301-6226(02)00175-6,,Livestock Update 2022,,,,,sc,sc,
JS0063,Little,1991,Tropical Animal Health and Production,No,10.1007/bf02361198,,Livestock Update 2022,,,,,sc,sc,
JS0070,Ahenkorah,1987,Experimental Agriculture,,10.1017/s0014479700001101,,ERA 2023,,,,,ie,ie,V2.0.24
JS0071,Amoah,1995,Agroforestry Systems,,10.1007/bf00705215,,ERA 2023,,,,,ie,ie,V2.0.24
JS0072,Amoah,1997,Experimental Agriculture,,10.1017/s0014479797000215,,ERA 2023,,,,,ie,ie,V2.0.24
JS0076,Atuahene,2002,Journal of Animal and Feed Sciences,No,10.22358/jafs/67816/2002,,Livestock Update 2022,,,,,sc,sc,
JS0079.1,Donkoh,2001,Journal of Animal and Feed Sciences,No,10.22358/jafs/67953/2001,,Livestock Update 2022,10.1016/S0377-8401(99)00069-3,,,,sc,sc,
JS0079.2,Donkoh,2001,Journal of Animal and Feed Sciences,No,10.22358/jafs/67953/2001,,Livestock Update 2022,10.1016/S0377-8401(99)00069-3,,,,sc,sc,
JS0080,Donkoh,1999,Animal Feed Science and Technology,No,10.1016/s0377-8401(99)00069-3,,Livestock Update 2022,,,,,sc,sc,
JS0081,Donkoh,2010,African Journal of Agricultural Science,Yes,,https://academicjournals.org/journal/AJAR/article-full-text-pdf/CB04FA438461,Livestock Update 2022,,,,,sc,sc,
JS0093,Osei,1987,Poultry Science,No,10.3382/ps.0661870,,Livestock Update 2022,,,,,sc,sc,
JS0094.1,Rhule,1999,Tropical Animal Health and Production,No,10.1023/a:;1005181401254,,Livestock Update 2022,,,,,sc,sc,
JS0094.2,Rhule,1999,Tropical Animal Health and Production,No,10.1023/a:;1005181401254,,Livestock Update 2022,,,,,sc,sc,
JS0095,Torto,1997,Tropical Animal Health and Production,No,10.1007/bf02633020,,Livestock Update 2022,,,,,sc,sc,
JS0102,Bado,2010,Nutrient Cycling in Agroecosystems,,10.1007/s10705-010-9355-7,,ERA 2023,,,,,ie,ie,V2.0.24
JS0104,Bado,2010,Nutrient Cycling in Agroecosystems,,10.1007/s10705-010-9355-7,,ERA 2023,,,,,ie,ie,V2.0.24
JS0112,Essa,2011,Aquaculture,No,10.1016/j.aquaculture.2011.08.015,,Livestock Update 2022,,,,,sc,sc,
JS0115,Shetaewi,2001,Tropical Animal Health and Production,No,10.1023/a:;1010337628292,,Livestock Update 2022,,,,,sc,sc,
JS0118,Abd El-Rahman,2011,African Journal of Biotechnology,No,10.5897/AJB11.1595,,Livestock Update 2022,,,,,sc,sc,
JS0119,El-Rahman,2012,Life Science Journal,No,,http://www.lifesciencesite.com/lsj/life0904/334_11751life0904_2250_2255.pdf,Livestock Update 2022,,,,,sc,sc,
JS0123,Abdel-Shafy,2011,Tropical Animal Health and Production,No,10.1007/s11250-010-9696-x,,Livestock Update 2022,,,,,sc,sc,
JS0124,Abdel-Tawwab,2009,Aquaculture Research,No,10.1111/j.1365-2109.2009.02195.x,,Livestock Update 2022,,,,,sc,sc,
JS0125,Abdel-Warith,2001,Aquaculture Research,No,10.1046/j.1355-557x.2001.00053.x,,Livestock Update 2022,,,,,sc,sc,
JS0134,El-Saidy,2011,Aquaculture Nutrition,No,10.1111/j.1365-2095.2010.00810.x,,Livestock Update 2022,,,,,sc,sc,
JS0135,El-Saidy,2011,Aquaculture Research,No,10.1111/j.1365-2109.2010.02629.x,,Livestock Update 2022,,,,,sc,sc,
JS0137,El-Sayed,2003,Aquaculture,No,10.1016/s0044-8486(02)00252-1,,Livestock Update 2022,,,,,sc,sc,
JS0139,Omar,1996,Journal of Animal Physiology and Animal Nutrition,No,10.1111/j.1439-0396.1996.tb00682.x,,Livestock Update 2022,,,,,sc,sc,
JS0140,Omer,2010,Tropical Animal Health and Production,No,10.1007/s11250-010-9548-8,,Livestock Update 2022,,,,,sc,sc,
JS0147,Ahmed,2000,Journal of Animal and Feed Sciences,No,10.22358/jafs/68032/2000,,Livestock Update 2022,,,,,sc,sc,
JS0167,Talib,2008,Journal of Animal and Veterinary Advances,No,,https://medwelljournals.com/abstract/?doi=javaa.2008.1467.1473,Livestock Update 2022,,,,,sc,sc,
JS0172,Goromela,1997,Livestock Production Science,No,10.1016/s0301-6226(96)01399-1,,Livestock Update 2022,,,,,sc,sc,
JS0176,Kakengi,2001,Agroforestry Systems,No,10.1023/a:;1010642531865,,Livestock Update 2022,,,,,sc,sc,
JS0177,Karachi,1998,Agroforestry Systems,No,10.1023/a:;1005859617603,,Livestock Update 2022,,,,,sc,sc,
JS0192,Mtenga,1990,Small Ruminant Research,No,10.1016/0921-4488(90)90026-3,,Livestock Update 2022,,,,,sc,sc,
JS0193,Mushi,2009,Livestock Science,No,10.1016/j.livsci.2009.01.012,,Livestock Update 2022,,,,,sc,sc,
JS0196,Ndemanisho,2006,Agroforestry Systems,No,10.1007/s10457-005-2648-1,,Livestock Update 2022,,,,,sc,sc,
JS0197,Ndemanisho,1998,Animal Feed Science and Technology,No,10.1016/s0377-8401(98)00139-4,,Livestock Update 2022,,,,,sc,sc,
JS0199,Okorio,1994,Forest Ecology and Management,,10.1016/0378-1127(94)90292-5,,ERA 2023,,,,,ie,ie,V2.0.24
JS0201.1,Plaizier,1999,Asian-Australasian Journal of Animal Sciences,No,10.5713/ajas.1999.735,,Livestock Update 2022,,,,,sc,sc,
JS0201.2,Plaizier,1999,Asian-Australasian Journal of Animal Sciences,No,10.5713/ajas.1999.735,,Livestock Update 2022,,,,,sc,sc,
JS0204,Reyes,2009,Agroforestry Systems,,10.1007/s10457-009-9210-5,,ERA 2023,,,,,ie,ie,V2.0.24
JS0205,Rubanza,2005,Agroforestry Systems,No,10.1007/s10457-005-0503-z,,Livestock Update 2022,,,,,sc,sc,
JS0206,Rubanza,2007,Small Ruminant Research,No,10.1016/j.smallrumres.2006.02.008,,Livestock Update 2022,,,,,sc,sc,
JS0207,Safari,2011,Tropical Animal Health and Production,No,10.1007/s11250-010-9658-3,,Livestock Update 2022,,,,,sc,sc,
JS0208,Safari,2011,Livestock Science,No,10.1016/j.livsci.2010.07.003,,Livestock Update 2022,,,,,sc,sc,
JS0209,Sarwatt,1990,Animal Feed Science and Technology,No,10.1016/0377-8401(90)90067-i,,Livestock Update 2022,,,,,sc,sc,
JS0210.1,Sarwatt,1992,Small Ruminant Research,No,10.1016/0921-4488(92)90063-a,,Livestock Update 2022,,,,,sc,sc,
JS0210.2,Sarwatt,1992,Small Ruminant Research,No,10.1016/0921-4488(92)90063-a,,Livestock Update 2022,,,,,sc,sc,
JS0211,Sarwatt,2002,Agroforestry Systems,No,,https://link.springer.com/content/pdf/10.1023/A:1021396629613.pdf?pdf=button%20sticky,Livestock Update 2022,,,,,sc,sc,
JS0213.1,Shayo,1997,Tropical Grasslands,No,,https://www.researchgate.net/publication/286951563_Comparison_of_water_melon_Citrullus_vulgaris-seed_meal_Acacia_tortilis_pods_and_sunflower-seed_cake_supplements_in_central_Tanzania_2_Effect_on_hay_intake_and_milk_yield_and_composition_of_Mpwapwa_cow,Livestock Update 2022,https://www.researchgate.net/publication/289793899_Comparison_of_water_melon_Citrullus_vulgaris-seed_meal_Acacia_tortilis_pods_and_sunflower-seed_cake_supplements_in_central_Tanzania_1_Nutritive_value_and_influence_on_the_rumen_environment,,,,sc,sc,
JS0214,Shem,2003,Agroforestry Systems,No,10.1023/a:;1025454425048,,Livestock Update 2022,,,,,sc,sc,
JS0215.1,Shem,2003,Animal Feed Science and Technology,No,10.1016/S0377-8401(03)00167-6,,Livestock Update 2022,,,,,sc,sc,
JS0215.2,Shem,2003,Animal Feed Science and Technology,No,10.1016/S0377-8401(03)00167-6,,Livestock Update 2022,,,,,sc,sc,
JS0218.1,Stephens,1991,Experimental Agriculture,,10.1017/s0014479700018822,,ERA 2023,,,,,ie,ie,V2.0.24
JS0218.2,Stephens,1991,Experimental Agriculture,,10.1017/s0014479700018822,,ERA 2023,,,,,ie,ie,V2.0.24
JS0226,Aganga,2000,Asian-Australasian Journal of Animal Sciences,No,10.5713/ajas.2000.1127,,Livestock Update 2022,,,,,sc,sc,
JS0230,Aganga,1999,Tropical Animal Health and Production,No,10.1023/a:;1005203806867,,Livestock Update 2022,,,,,sc,sc,
JS0231,Madibela,2002,South African Journal of Animal Science,No, 10.4314/sajas.v32i1.3786,,Livestock Update 2022,,,,,sc,sc,
JS0232,Rennie,1977,Tropical Animal Health and Production,No,10.1007/bf02297380,,Livestock Update 2022,,,,,sc,sc,
JS0234,Akyeampong,1996,Agroforestry Systems,,10.1007/bf00122885,,ERA 2023,,,,,ie,ie,V2.0.24
JS0243,Alemu,2010,Tropical Animal Health and Production,No,10.1007/s11250-009-9466-9,,Livestock Update 2022,,,,,sc,sc,
JS0245,Amede,2011,Experimental Agriculture,No,10.1017/s0014479710000803,,ERA 2020,,,,,mh,mh,
JS0249,Asmare,2010,Tropical Animal Health and Production,No,10.1007/s11250-010-9591-5,,Livestock Update 2022,,,,,sc,sc,
JS0260,Belay,1998,South African Journal of Plant and Soil,,10.1080/02571862.1998.10635130,,ERA 2023,,,,,ie,ie,V2.0.24
JS0261,Betsha,2009,Tropical Animal Health and Production,No,10.1007/s11250-008-9281-8,,Livestock Update 2022,,,,,sc,sc,
JS0262,Bishaw,2008,Tropical Animal Health and Production,No,10.1007/s11250-008-9138-1,,Livestock Update 2022,,,,,sc,sc,
JS0263,Bonsi,1994,Animal Science,No,10.1017/S0003356100007728,,Livestock Update 2022,,,,,sc,sc,
JS0265,Bonsi,1995,Agroforestry Systems,No,10.1007/bf00712077,,Livestock Update 2022,,,,,sc,sc,
JS0269.1,Coppock,1992,Journal of Range Management,No,10.2307/4002969,,Livestock Update 2022,,,,,sc,sc,
JS0269.2,Coppock,1992,Journal of Range Management,No,10.2307/4002969,,Livestock Update 2022,,,,,sc,sc,
JS0270,Coppock,1999,Journal of Range Management Archives,Yes,10.2307/4003682,,Livestock Update 2022,,,,,sc,sc,
JS0271,Dana,2000,Livestock Production Science,No,10.1016/S0301-6226(00)00154-8,,Livestock Update 2022,,,,,sc,sc,
JS0272,Degu,2009,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2008.03.014,,Livestock Update 2022,,,,,sc,sc,
JS0273,Dessie,2010,Tropical Animal Health and Production,No,10.1007/s11250-009-9496-3,,Livestock Update 2022,,,,,sc,sc,
JS0274.1,Erkossa,2005,Soil Use and Management,,10.1079/sum2005319,,ERA 2023,,,,,ie,ie,V2.0.24
JS0274.2,Erkossa,2006,Soil Use and Management,,10.1016/j.still.2005.01.009,,ERA 2023,,,,,ie,ie,V2.0.24
JS0276,Gebregiorgis,2012,Tropical Animal Health and Production,No,10.1007/s11250-011-9927-9,,Livestock Update 2022,,,,,sc,sc,
JS0278,Gebrekidan,2003,Journal of Agriculture and Rural Development in the Tropics and Subtropics,,,https://www.jarts.info/index.php/jarts/article/view/21/18,ERA 2023,,,,,ie,ie,V2.0.24
