"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GKRMHTII","journalArticle","1997","Rodrigo, V.H.L.; Stirling, C.M.; Teklehaimanot, Z.; Nugawela, A.","The effect of planting density on growth and development of component crops in rubber/banana intercropping systems","Field Crops Research","","03784290","10.1016/S0378-4290(96)01069-6","https://linkinghub.elsevier.com/retrieve/pii/S0378429096010696","","1997-05","2026-04-29 11:06:38","2026-04-29 11:06:38","2026-04-29 11:06:38","95-108","","1-2","52","","Field Crops Research","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXJI34FR","journalArticle","1990","Roltsch, William J.; Gage, Stuart H.","Influence of Bean–Tomato Intercropping on Population Dynamics of the Potato Leafhopper (Homoptera: Cicadellidae)","Environmental Entomology","","1938-2936, 0046-225X","10.1093/ee/19.3.534","https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/19.3.534","","1990-06-01","2026-04-29 11:06:25","2026-04-29 11:06:25","2026-04-29 11:06:25","534-543","","3","19","","","Influence of Bean–Tomato Intercropping on Population Dynamics of the Potato Leafhopper (Homoptera","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJSZDDBA","journalArticle","1993","Senaratne, R.; Liyanage, N. D. L.; Ratnasinghe, D. S.","Effect of K on nitrogen fixation of intercrop groundnut and the competition between intercrop groundnut and maize","Fertilizer Research","","0167-1731, 1573-0867","10.1007/BF00749954","http://link.springer.com/10.1007/BF00749954","","1993","2026-04-29 11:06:11","2026-04-29 11:06:11","2026-04-29 11:06:11","9-14","","1","34","","Fertilizer Research","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUR3KHFD","journalArticle","2020","Salgado, Gabriela Cristina; Ambrosano, Edmilson José; Rossi, Fabrício; Otsuk, Ivani Pozar; Trivelin, Paulo Cesar Ocheuse; Muraoka, Takashi; Ambrosano, Gláucia Maria Bovi; Dias, Fabio Luis Ferreira; Tavares, Silvio; Melo, Paulo César Tavares De","Nitrogen transfer from green manure to organic cherry tomato in a greenhouse intercropping system","Journal of Plant Nutrition","","0190-4167, 1532-4087","10.1080/01904167.2020.1724304","https://www.tandfonline.com/doi/full/10.1080/01904167.2020.1724304","","2020-05-08","2026-04-29 11:05:58","2026-04-29 11:05:58","2026-04-29 11:05:58","1119-1135","","8","43","","Journal of Plant Nutrition","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWLLD6XM","journalArticle","2018","Santillano-Cázares, Jesús; Ruiz-Alvarado, Cristina; García-López, Alejandro M.; Escobosa-García, Isabel; Cárdenas-Salazar, Víctor; Morales-Maza, Antonio; Núñez-Ramírez, Fidel","Assessment of Intercropping and Plastic Mulch as Tools to Manage Heat Stress, Productivity and Quality of Jalapeño Pepper","Agronomy","","2073-4395","10.3390/agronomy8120307","https://www.mdpi.com/2073-4395/8/12/307","Under a global warming scenario, it is important to adopt practices that favor soil water conservation, such as plant intercropping systems and the use of plastic mulching. The objective of this study was to determine how microenvironment, morphology, productivity and quality of jalapeño peppers were affected by corn intercropping and the use of plastic mulching. Two experiments were conducted during 2015 and 2016 in the Valley of Mexicali, Mexico, a region characterized by its extreme aridity, soil salinity, hot temperatures and high radiation during the summer. Four treatments were tested: jalapeño peppers grown on bare soil (BS); on bare soil intercropped with corn (BS+IC); on plastic mulch (PMu); and on plastic mulch intercropped with corn (PMu+IC). The response variables measured were yield, fruit quality attributes, microclimatic variables, and morphology of the pepper crop. PMu treatment produced the tallest pepper plants and yields, while the BS+IC treatment produced the smallest plants and the lowest yields. A possible explanation for the higher biomass and crop yield of the PMu treatment is the lack of competition from corn and the effect of plastic mulching in reducing soil salinity. It is concluded that competition from corn on jalapeño pepper dramatically affected the pepper’s productivity, particularly under high soil salinity and extremely high temperature conditions.","2018-12-18","2026-04-29 11:05:56","2026-04-29 11:05:56","2026-04-29 11:05:56","307","","12","8","","Agronomy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\736GLJ45\Santillano-Cázares et al. - 2018 - Assessment of Intercropping and Plastic Mulch as Tools to Manage Heat Stress, Productivity and Quali.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQLXSHB8","journalArticle","1993","Sarkar, R. K.; Shit, D.","Effect of Intercropping Cereal, Pulse and Oilseed Crops in Redgram on Yield, Competition and Advantage","Journal of Agronomy and Crop Science","","0931-2250, 1439-037X","10.1111/j.1439-037X.1993.tb01072.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1439-037X.1993.tb01072.x","Abstract                            Results of a field experiment conducted in rainy season (June to December) of 1988 and 1989 at Deochanda Experiment Station, Bihar, India, indicated that intercropping cereals, pulses and oilseeds with normal planted base crop of redgram (               Cajanus cajan               [L.] Mill sp.) increased land use efficiency and gave higher total yields compared to pure cropping of redgram under rainfed conditions on upland oxisols of Bihar plateau. Cereals like maize, rice and fingermillet were more aggressive in intercropping system and they tended to have depressing effect on redgram. Intercropping of short duration pulses like blackgram and greengram and legume‐oilseed crops like peanut and soybean with redgram showed balanced competitive abilities and proved more efficient in the system. Intercropping system of redgram‐peanut proved to be the most efficient and productive.","1993-04","2026-04-29 11:05:44","2026-04-29 11:05:44","2026-04-29 11:05:44","171-176","","3","170","","J Agronomy Crop Science","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2E34ZSSC","journalArticle","1970","Sarker, Pk; Rahman, Mm; Das, Bc","Effect of Intercropping with Mustard with Onion and Garlic on Aphid Population and Yield","Journal of Bio-Science","","2408-8595, 1023-8654","10.3329/jbs.v15i0.2200","https://www.banglajol.info/index.php/JBS/article/view/2200","Field experiments were conducted to study the effect of intercropping of mustard (Brassica napus, Var. Bari Sarisha-7) with onion (Allium cepa L.) and garlic (Allium sativum L.) on aphid [Lipaphis erysimi (Kaltenbach)] population and yield. Intercropped with these two medicinal as well as spice crops reduced the aphid population significantly (P < 0.05). Mustard blocks intercropped with garlic gave highest cost-benefit ratios (1:2.07 and 1: 2.96) than onion intercropped blocks. Sole mustard blocks produced lowest cost-benefit ratios (1:1.65 and 1:2.06). Key words: Intercropping, onion, garlic, agronomic benefits. doi: 10.3329/jbs.v15i0.2200 J. bio-sci. 15: 35-40, 2007","1970-01-01","2026-04-29 11:05:42","2026-04-29 11:05:42","2026-04-29 11:05:42","35-40","","","15","","J bio-sci.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\PMWL6RBP\Sarker et al. - 1970 - Effect of Intercropping with Mustard with Onion and Garlic on Aphid Population and Yield.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9KMSFIM","journalArticle","1982","Schultz, Brian; Phillips, Cruz; Rosset, Peter; Vandermeer, John","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.","Scientia Horticulturae","","03044238","10.1016/0304-4238(82)90096-6","https://linkinghub.elsevier.com/retrieve/pii/0304423882900966","","1982-11","2026-04-29 11:04:12","2026-04-29 11:04:12","2026-04-29 11:04:12","1-8","","1","18","","Scientia Horticulturae","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LF4CL2DC","journalArticle","1987","Schultz, Brian; McGuinness, Hugh; Horwith, Bruce; Vandermeer, John; Phillips, Cruz; Perfecto, Ivett; Rosset, Peter; Ambrose, Robert; Hansen, Michael","Effects of Planting Densities, Irrigation, and Hornworm Larvae on Yields in Experimental Intercrops of Tomatoes and Cucumbers","Journal of the American Society for Horticultural Science","","0003-1062, 2327-9788","10.21273/JASHS.112.5.747","https://journals.ashs.org/view/journals/jashs/112/5/article-p747.xml","Abstract                            In experiments conducted near Ann Arbor, Mich. in 1981 and 1982, yield responses of intercrops of tomatoes (               Lycopersicon esculentum               Mill.) and cucumbers (               Cucumis sativus               L.) were compared to monocultures of each crop with respect to several variables affecting yields. In 1981, the effects of two levels of irrigation (irrigation and no irrigation) and three levels of artificially manipulated numbers of hornworm (               Manduca               spp.) larvae were compared in intercrops and monocultural controls planted at three different cucumber densities and one tomato density. In 1982, two levels of irrigation were compared across two densities of cucumbers and two densities of tomatoes. Intercrops of tomatoes and cucumbers showed relatively greater increases in yields than monocultures when water availability was greatest and at higher levels of pest (hornworm) attack. Irrigation seemed to relax competition between crop species, and cucumbers may have compensated for tomato defoliation by hornworms.","1987-09","2026-04-29 11:04:00","2026-04-29 11:04:00","2026-04-29 11:04:00","747-755","","5","112","","J. Amer. Soc. Hort. Sci.","","","","","","","","","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2YGHJ6W","journalArticle","2021","Schwerdtner, Ulrike; Spohn, Marie","Interspecific root interactions increase maize yields in intercropping with different companion crops","Journal of Plant Nutrition and Soil Science","","1436-8730, 1522-2624","10.1002/jpln.202000527","https://onlinelibrary.wiley.com/doi/10.1002/jpln.202000527","Abstract                            Background               Intercropping is assumed to increase food production while reducing fertilizer needs and environmental impacts of crop production.                                         Aims                                We aimed to (1) investigate the effects of intercropping on yields and nutrient uptake of maize, and (2) determine the relative contributions of above‐ and belowground interspecific interactions (RC                 above/below                 ) to these effects.                                                        Methods                                We conducted a 2‐year, small‐scale field experiment with maize grown either in monocropping or intercropped with faba bean, soy, blue lupin, or white mustard as companion crop. We included a treatment in which interspecific root interactions were restricted due to barriers in the soil. Maize and companion crops were analyzed for yields, and maize additionally for nutrient uptake. Maize partial land equivalent ratios (pLER), partial nitrogen and phosphorus equivalent ratios (pNER, pPER), and RC                 above/below                 were calculated.                                                        Results               Intercropping resulted in a similar productivity of maize as in monocropping on an area basis. Maize pLER, pNER, and pPER were larger than 1.0 in several species combinations, indicating a positive effect of intercropping on maize yields and N and P uptake. Interspecific root interactions accounted for 62–85% of the maize yield increase in legume/maize intercropping, but for only 22% in mustard/maize intercropping.                                         Conclusion               Our results indicate that intercropping is beneficial for crop production since it increases maize yields and N and P uptake of maize plants, and it also provides yields of a companion crop. A substantial part of these positive effects can be attributed to interspecific root interactions.","2021-10","2026-04-29 11:03:47","2026-04-29 11:03:47","2026-04-29 11:03:47","596-606","","5","184","","J. Plant Nutr. Soil Sci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BLWSXV4","journalArticle","2003","Sekamatte, B.M; Ogenga-Latigo, M; Russell-Smith, A","Effects of maize–legume intercrops on termite damage to maize, activity of predatory ants and maize yields in Uganda","Crop Protection","","02612194","10.1016/S0261-2194(02)00115-1","https://linkinghub.elsevier.com/retrieve/pii/S0261219402001151","","2003-02","2026-04-29 11:03:35","2026-04-29 11:03:35","2026-04-29 11:03:35","87-93","","1","22","","Crop Protection","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTFS4FRW","journalArticle","1992","Sharaiha, Ramzi; Gliessman, Stephen","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields","Biological Agriculture & Horticulture","","0144-8765, 2165-0616","10.1080/01448765.1992.9754615","http://www.tandfonline.com/doi/abs/10.1080/01448765.1992.9754615","","1992-01","2026-04-29 11:03:22","2026-04-29 11:03:22","2026-04-29 11:03:22","1-13","","1","9","","Biological Agriculture & Horticulture","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2ICHFJ2","journalArticle","2001","Sharma, O. P.; Gupta, A. K.","Comparing the Feasibilities of Pearlmillet‐Based Intercropping Systems Supplied with Varying Levels of Nitrogen and Phosphorus","Journal of Agronomy and Crop Science","","0931-2250, 1439-037X","10.1046/j.1439-037X.2001.00449.x","https://onlinelibrary.wiley.com/doi/10.1046/j.1439-037X.2001.00449.x","To compare the feasibilities of pearlmillet‐based intercropping systems, field experiments were carried out for 2 years on loamy sand soils in the semi‐arid plain zone of Rajasthan, India. Results showed that the pooled yields of pearlmillet from the single crop (1525 kg ha               −1               ) and from the crop intercropped with legumes (1528, 1498 or 1540 kg ha               −1               ) were statistically the same. The yields from intercrop legumes were obtained as a bonus. The highest value of land equivalent ratio (1.21) was recorded for the pearlmillet + clusterbean system, which gave significantly better results than the pearlmillet + cowpea system. It was also found that the dose of nitrogen can be reduced by up to 25 % when pearlmillet is grown with legumes. However, intercrop legumes required the recommended dose of fertilizer to produce their optimal yields. The practice of intercropping without fertilizer proved disadvantageous.                        ,                             Ein Vergleich der Eignung eines auf Perlhirse basierenden Mischanbausystems mit unter‐ schiedlichen Stickstoff‐ und Phosphorsäuremengen                                         Um die Eignung der Perlhirse auf der Basis eines Mischanbausystems zu überprüfen, wurden Feldexperimente für zwei Jahre auf einem lehmigen Sandboden in der semiariden Ebene von Rajastan, Indien durchgeführt. Die Ergebnisse zeigten, dass der Gesamtertrag von Perlhirse in einem Reinanbau (1525 kg ha               −1               ) und in einem Mischanbau mit Leguminosen (1528, 1498 bzw. 1540 kg ha               −1               ) statistisch gleich war. Die Erträge der Leguminosen im Mischanbau waren ein zusätzlicher Gewinn. Die höchsten Werte von LER (1,21) wurden im Mischanbau von Perlhirse + Klusterbohnenanbau nachgewiesen, wobei eine signifikante Überlegenheit gegenüber Perlhirse + Kuhbohnenanbausystemen nachzuweisen war. Die Ergebnisse weisen ferner darauf hin, dass bei der Stickstoffanwendung bis zu 25 % eingespart werden können, wenn Perlhirsen zusammen mit Leguminosen angebaut werden. Allerdings, der Mischanbau mit Leguminosen erfordert eine zu empfehlende Anwendungsmenge von Dünger, um optimale Erträge zu produzieren. Die Praxis des Mischanbaus ohne zusätzliche Düngung erwies sich als ungünstig.","2001-04-22","2026-04-29 11:03:11","2026-04-29 11:03:11","2026-04-29 11:03:11","91-95","","2","186","","J Agronomy Crop Science","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GGQ77GH","journalArticle","2015","Sharma, Ravi Chandra; Banik, Pabitra","Baby Corn-Legumes Intercropping Systems: I. Yields, Resource Utilization Efficiency, and Soil Health","Agroecology and Sustainable Food Systems","","2168-3565, 2168-3573","10.1080/21683565.2014.942764","http://www.tandfonline.com/doi/abs/10.1080/21683565.2014.942764","","2015-01-02","2026-04-29 11:02:58","2026-04-29 11:02:58","2026-04-29 11:02:58","41-61","","1","39","","Agroecology and Sustainable Food Systems","Baby Corn-Legumes Intercropping Systems","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276PWJ9U","journalArticle","2022","Sheha, Ahmed M.; El-Mehy, Amira A.; Mohamed, Ahmed S.; Saleh, Said A.","Different wheat intercropping systems with tomato to alleviate chilling stress, increase yield and profitability","Annals of Agricultural Sciences","","05701783","10.1016/j.aoas.2022.06.005","https://linkinghub.elsevier.com/retrieve/pii/S0570178322000148","","2022-06","2026-04-29 11:02:45","2026-04-29 11:02:45","2026-04-29 11:02:45","136-145","","1","67","","Annals of Agricultural Sciences","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8QHXHDK","journalArticle","2018","Silva, Ítalo N.; Bezerra Neto, Francisco; Barros Júnior, Aurélio P.; Lima, Jailma S. S. De; Batista, Thaíza M. De V.; Lins, Hamurábi A.","Green manure and spatial arrangement in the sustainability improvement of lettuce-beet intercrops","Revista Brasileira de Engenharia Agrícola e Ambiental","","1807-1929, 1415-4366","10.1590/1807-1929/agriambi.v22n7p451-457","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662018000700451&lng=en&tlng=en","ABSTRACT Beet and lettuce are industrial vegetable crops valued for their high mineral, vitamin and fiber contents and for their additional health benefits. These crops are usually grown in intercrops in family production systems in a sustainable manner in semi-arid regions. This work aimed to evaluate the effects of incorporating different levels of hairy woodrose, as a green manure, on the agro-economic sustainability indicators of lettuce-beet intercrops, planted in different spatial arrangements and involving two successive croppings. The experimental design was a randomized complete blocks with treatments arranged in a 4 x 3 factorial scheme, corresponding to four hairy woodrose levels incorporated into the soil (6, 19, 32 and 45 t ha-1, dry basis) and three spatial arrangements between the component crops (2:2, 3:3 and 4:4), with four replications. The optimized agroeconomic performance of lettuce-beet intercropping was achieved with the incorporation of approximately 35.30 t ha-1 hairy woodrose. The lettuce crop contributed significantly to the productivity efficiency and sustainability of the intercropping with beet, compared to the single vegetable crops. The spatial arrangements between component crops did not affect the agroeconomic performance of the lettuce intercropped with beet.           ,              RESUMO A beterraba e a alface são hortaliças de alto valor nutritivo pelo teor de sais minerais, vitaminas e de fibras e por seus benefícios adicionais à saúde. Essas culturas são geralmente cultivadas em consórcios em sistemas de produção familiar de forma sustentável em regiões semiáridas. Objetivou-se neste trabalho avaliar os efeitos de diferentes níveis de jitirana, como adubo verde, nos indicadores agroeconômicos de sustentabilidade de consórcios de alface-beterraba, em diferentes arranjos espaciais e em dois cultivos sucessivos. O delineamento experimental foi de blocos casualizados com os tratamentos dispostos em um esquema fatorial 4 x 3, correspondente a quatro níveis de jitirana incorporados ao solo (6, 19, 32 e 45 t ha-1, em base seca) em três arranjos espaciais entre as culturas componentes (2:2, 3:3 e 4:4), com quatro repetições. O desempenho agroeconômico otimizado do consórcio de alface-beterraba foi alcançado com a incorporação de aproximadamente 35,30 t ha-1 de jitirana. A cultura da alface contribuiu significativamente para a eficiência produtiva e sustentabilidade da consorciação com a beterraba, em comparação com as culturas em monocultivo. Os arranjos espaciais entre as culturas componentes não afetaram o desempenho agroeconômico da alface consorciada com a beterraba.","2018-07","2026-04-29 11:02:41","2026-04-29 11:02:41","2026-04-29 11:02:41","451-457","","7","22","","Rev. bras. eng. agríc. ambient.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\KJPKCQB8\Silva et al. - 2018 - Green manure and spatial arrangement in the sustainability improvement of lettuce-beet intercrops.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICHL8LHY","journalArticle","2017","Singh, Akanksha; Weisser, Wolfgang W; Hanna, Rachid; Houmgny, Raissa; Zytynska, Sharon E","Reduce pests, enhance production: benefits of intercropping at high densities for okra farmers in Cameroon","Pest Management Science","","1526-498X, 1526-4998","10.1002/ps.4636","https://scijournals.onlinelibrary.wiley.com/doi/10.1002/ps.4636","Abstract                            BACKGROUND               Intercropping can help reduce insect pest populations. However, the results of intercropping can be pest‐ and crop‐species specific, with varying effects on crop yield, and pest suppression success. In Cameroon, okra vegetable is often grown in intercropped fields and sown with large distances between planting rows (∼ 2 m). Dominant okra pests include cotton aphids, leaf beetles and whiteflies. In a field experiment, we intercropped okra with maize and bean in different combinations (okra monoculture, okra–bean, okra–maize and okra–bean–maize) and altered plant densities (high and low) to test for the effects of diversity, crop identity and planting distances on okra pests, their predators and yield.                                         RESULTS               We found crop identity and plant density, but not crop diversity to influence okra pests, their predators and okra yield. Only leaf beetles decreased okra yield and their abundance reduced at high plant density. Overall, okra grown with bean at high density was the most economically profitable combination.                                         CONCLUSIONS               We suggest that when okra is grown at higher densities, legumes (e.g. beans) should be included as an additional crop. Intercropping with a leguminous crop can enhance nitrogen in the soil, benefiting other crops, while also being harvested and sold at market for additional profit. Manipulating planting distances and selecting plants based on their beneficial traits may thus help to eliminate yield gaps in sustainable agriculture. © 2017 Society of Chemical Industry","2017-10","2026-04-29 11:02:27","2026-04-29 11:02:27","2026-04-29 11:02:27","2017-2027","","10","73","","Pest Management Science","Reduce pests, enhance production","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2CSZLVD","journalArticle","2021","Nyawade, Shadrack O.; Gitari, Harun I.; Karanja, Nancy N.; Gachene, Charles K.K.; Schulte-Geldermann, Elmar; Parker, Monica L.","Yield and evapotranspiration characteristics of potato-legume intercropping simulated using a dual coefficient approach in a tropical highland","Field Crops Research","","03784290","10.1016/j.fcr.2021.108327","https://linkinghub.elsevier.com/retrieve/pii/S0378429021002732","","2021-12","2026-04-29 11:10:47","2026-04-29 11:10:47","2026-04-29 11:10:47","108327","","","274","","Field Crops Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRUTDV36","journalArticle","1995","Osonubi, O.; Atayese, M. O.; Mulongoy, K.","The effect of vesicular-arbuscular mycorrhizal inoculation on nutrient uptake and yield of alley-cropped cassava in a degraded Alfisol of southwestern Nigeria","Biology and Fertility of Soils","","0178-2762, 1432-0789","10.1007/BF00307844","http://link.springer.com/10.1007/BF00307844","","1995-04","2026-04-29 11:10:35","2026-04-29 11:10:35","2026-04-29 11:10:35","70-76","","1","20","","Biol Fert Soils","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBL4HCZS","journalArticle","1995","Obiagwu, C. J.","Estimated yield and nutrient contributions of legume cover crops intercropped with yam, cassava, and maize in the Benue River basins of Nigeria","Journal of Plant Nutrition","","0190-4167, 1532-4087","10.1080/01904169509365099","http://www.tandfonline.com/doi/abs/10.1080/01904169509365099","","1995-12","2026-04-29 11:10:22","2026-04-29 11:10:22","2026-04-29 11:10:22","2775-2782","","12","18","","Journal of Plant Nutrition","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4VAIDUP","journalArticle","2019","Ocimati, W.; Ntamwira, J.; Groot, J.C.J.; Taulya, G.; Tittonell, P.; Dhed’a, B.; Van Asten, P.; Vanlauwe, B.; Ruhigwa, B.; Blomme, G.","Banana leaf pruning to facilitate annual legume intercropping as an intensification strategy in the East African highlands","European Journal of Agronomy","","11610301","10.1016/j.eja.2019.125923","https://linkinghub.elsevier.com/retrieve/pii/S1161030119300644","","2019-10","2026-04-29 11:10:11","2026-04-29 11:10:11","2026-04-29 11:10:11","125923","","","110","","European Journal of Agronomy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P64J8L3T","journalArticle","2005","Ofori, K.; Gamedoagbao, D.K.","Yield of scarlet eggplant (Solanum aethiopicum L.) as influenced by planting date of companion cowpea","Scientia Horticulturae","","03044238","10.1016/j.scienta.2005.02.003","https://linkinghub.elsevier.com/retrieve/pii/S030442380500066X","","2005-07","2026-04-29 11:09:58","2026-04-29 11:09:58","2026-04-29 11:09:58","305-312","","3","105","","Scientia Horticulturae","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VGLXVSY","journalArticle","1987","Ogbuehi, C.R.A.; Orzolek, M.D.","Intercropping carrot and sweetcorn in a multiple cropping system","Scientia Horticulturae","","03044238","10.1016/0304-4238(87)90102-6","https://linkinghub.elsevier.com/retrieve/pii/0304423887901026","","1987-03","2026-04-29 11:09:46","2026-04-29 11:09:46","2026-04-29 11:09:46","17-24","","1-2","31","","Scientia Horticulturae","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3RKPDR5","journalArticle","1991","Olasantan, F. O.","Response of tomato and okra to nitrogen fertilizer in sole cropping and intercropping with cowpea","Journal of Horticultural Science","","0022-1589","10.1080/00221589.1991.11516144","http://www.tandfonline.com/doi/full/10.1080/00221589.1991.11516144","","1991-01","2026-04-29 11:09:33","2026-04-29 11:09:33","2026-04-29 11:09:33","191-199","","2","66","","Journal of Horticultural Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
