combo_clean1,CT_crop_FAO_Food_Group_clean,diversification_spatial_temporal_theme,biomass_management_practice,nutrient_management_practice,soil_management_theme,water_management_practice,impact,agr_zone,n,neg,pos
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,NA,Non-Product Yield,Ample irrigated soils,3,0,1
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,NA,Non-Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",3,1,0
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,NA,Product Yield,Ample irrigated soils,3,0.3333333333333333,0.6666666666666666
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",2,1,0
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",1,1,0
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",20,0.2,0.8
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,Land with severe soil/terrain limitations,3,0,1
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",6,0,1
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",2,1,0
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",13,0.23076923076923078,0.7692307692307693
Maize + Common Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",1,0,1
Maize + Common Bean,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Costs,Ample irrigated soils,4,0,1
Maize + Common Bean,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Income,Ample irrigated soils,4,0,1
Maize + Common Bean,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,Ample irrigated soils,2,0,1
Maize + Common Bean,Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues retained_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Product Yield,Ample irrigated soils,6,1,0
Maize + Lablab,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Non-Product Yield,Ample irrigated soils,1,0,1
Maize + Lablab,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Product Yield,Ample irrigated soils,1,0,1
Maize + Lablab,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Soil Quality,Ample irrigated soils,1,0,1
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Non-Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,1,0
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Non-Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",2,0,1
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Non-Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0.5,0.5
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,Land with severe soil/terrain limitations,6,1,0
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",2,0,1
Maize + Lablab,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0,1
Maize + Lablab,Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",1,0,1
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,NA,Product Yield,"Tropics, lowland; humid, with soil/terrain limitations",4,0.5,0.5
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,NA,NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, no soil/terrain limitations",152,0.7960526315789473,0.20394736842105263
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Non-Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,1,0
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Non-Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",2,0.5,0.5
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Non-Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0.5,0.5
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,1,0
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",2,0,1
Maize + Leguminous tree,Cereals,C: Monoculture_vs_T: Green manure,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0.5,0.5
Maize + Leguminous tree,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, no soil/terrain limitations",6,0.6666666666666666,0.3333333333333333
Maize + Leguminous tree,Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,1,0
Maize + Mung Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",1,1,0
Maize + Mung Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",8,0.25,0.75
Maize + Mung Bean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",8,0.25,0.75
Maize + No leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,NA,Product Yield,"Tropics, lowland; humid, with soil/terrain limitations",8,0.5,0.5
Maize + Pigeon Pea,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,NA,Product Yield,"Tropics, lowland; sub-humid, with soil/terrain limitations",2,0,1
Maize + Potato,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; semi-arid, with soil/terrain limitations",1,1,0
Maize + Potato,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, lowland; sub-humid, with soil/terrain limitations",1,1,0
Maize + Potato,Cereals..Root tuber crops with high starch or inulin content,C: Crop rotation_vs_T: Crop rotation,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; humid, no soil/terrain limitations",1,0,1
Maize + Potato,Cereals..Root tuber crops with high starch or inulin content,C: Crop rotation_vs_T: Crop rotation,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; humid, no soil/terrain limitations",3,0,1
Maize + Potato + Wheat,Cereals..Root tuber crops with high starch or inulin content,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,4,0,1
Maize + Potato + Wheat,Cereals..Root tuber crops with high starch or inulin content,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,4,0,1
Maize + Potato + Wheat,Cereals..Root tuber crops with high starch or inulin content,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,4,0,1
Maize + Sesame,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",1,0,1
Maize + Soybean,Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Maize + Soybean,Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0,1
Maize + Soybean,Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Maize + Soybean,Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0,1
Maize + Sweet Potato,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",1,1,0
Maize + Tick Clover sp,Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Maize + Tick Clover sp,Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",2,0,1
Maize + Wheat,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,4,0.25,0.75
Maize + Wheat,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,4,0,1
Maize + Wheat,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,4,0,1
Mung Bean + Pearl Millet,Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",12,0.5833333333333334,0.4166666666666667
Mung Bean + Pearl Millet,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",12,0.4166666666666667,0.5833333333333334
Mung Bean + Sorghum,Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",4,1,0
Pearl Millet,Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",72,0.3333333333333333,0.6666666666666666
Pearl Millet,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",96,0.21875,0.78125
Rice,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Costs,"Tropics, lowland; semi-arid, with soil/terrain limitations",12,0,1
Rice,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Income,"Tropics, lowland; semi-arid, with soil/terrain limitations",24,0,1
Rice,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, lowland; sub-humid, with soil/terrain limitations",12,0,1
Sorghum,Cereals,NA,C: Crop residues removed_vs_T: Crop residues incorporated,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",50,0.22,0.78
Sorghum,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",20,0.05,0.95
Sorghum,Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; semi-arid, with soil/terrain limitations",12,0,1
Sorghum,Cereals,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",24,0.08333333333333333,0.9166666666666666
Sorghum,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Non-Product Yield,Land with severe soil/terrain limitations,115,0.5130434782608696,0.48695652173913045
Sorghum,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Non-Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",150,0.46,0.54
Sorghum,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,115,0.14782608695652175,0.8521739130434782
Sorghum,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",150,0.16666666666666666,0.8333333333333334
Sorghum,Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,C: Contour bunding_vs_T: Contour bunding,Efficiency,"Tropics, lowland; semi-arid, with soil/terrain limitations",10,0.5,0.5
Sorghum,Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,C: Contour bunding_vs_T: Contour bunding,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",10,0.2,0.8
Sorghum,Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,NA,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",4,0,1
Sorghum,Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,NA,Efficiency,"Tropics, lowland; semi-arid, with soil/terrain limitations",10,0.5,0.5
Sorghum,Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",10,0.2,0.8
Sorghum,Cereals,NA,NA,NA,NA,C: Contour bunding_vs_T: Contour bunding,Product Yield,"Tropics, highland; sub-humid, no soil/terrain limitations",32,0,1
Sorghum + Soybean,Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",48,0.22916666666666666,0.7708333333333334
Teff,Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: Inorganic and Organic Fertilizers_vs_T: Inorganic and Organic Fertilizers,NA,NA,Product Yield,"Tropics, lowland; semi-arid, with soil/terrain limitations",1,0,1
Teff,Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: Inorganic and Organic Fertilizers_vs_T: Inorganic and Organic Fertilizers,NA,NA,Soil Quality,"Tropics, lowland; semi-arid, with soil/terrain limitations",2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Costs,Land with severe soil/terrain limitations,1,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Costs,"Tropics, lowland; semi-arid, no soil/terrain limitations",1,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Income,Land with severe soil/terrain limitations,2,0.5,0.5
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Income,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Product Yield,Land with severe soil/terrain limitations,2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,NA,Product Yield,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Costs,Land with severe soil/terrain limitations,1,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Costs,"Tropics, lowland; semi-arid, no soil/terrain limitations",1,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Income,Land with severe soil/terrain limitations,2,0.5,0.5
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Income,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Product Yield,Land with severe soil/terrain limitations,2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Product Yield,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Costs,Land with severe soil/terrain limitations,1,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Costs,"Tropics, lowland; semi-arid, no soil/terrain limitations",1,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Income,Land with severe soil/terrain limitations,2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Income,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Product Yield,Land with severe soil/terrain limitations,2,0,1
Teff,Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,NA,Product Yield,"Tropics, lowland; semi-arid, no soil/terrain limitations",2,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,C: Full irrigation_vs_T: Full irrigation,Efficiency,"Tropics, highland; semi-arid, with soil/terrain limitations",2,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,C: Full irrigation_vs_T: Supplemental Irrigation,Efficiency,"Tropics, highland; semi-arid, with soil/terrain limitations",2,1,0
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Costs,Dominantly very steep terrain,3,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Costs,"Tropics, highland; semi-arid, with soil/terrain limitations",6,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Income,Dominantly very steep terrain,6,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Income,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Income,"Tropics, highland; semi-arid, with soil/terrain limitations",12,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Non-Product Yield,"Tropics, highland; humid, with soil/terrain limitations",4,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,Dominantly very steep terrain,6,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,34,0.20588235294117646,0.7941176470588235
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",8,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; semi-arid, with soil/terrain limitations",28,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",18,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Product Yield,"Tropics, lowland; sub-humid, with soil/terrain limitations",69,0.4782608695652174,0.5217391304347826
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,NA,Soil Quality,Land with severe soil/terrain limitations,16,0.125,0.875
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,NA,Income,"Tropics, highland; humid, with soil/terrain limitations",4,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,NA,Non-Product Yield,"Tropics, highland; humid, with soil/terrain limitations",8,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",16,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Income,"Tropics, highland; humid, with soil/terrain limitations",4,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Non-Product Yield,"Tropics, highland; humid, with soil/terrain limitations",8,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,6,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",16,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,NA,Soil Quality,Land with severe soil/terrain limitations,8,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,NA,Product Yield,Land with severe soil/terrain limitations,6,0,1
Teff,Cereals,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,NA,Soil Quality,Land with severe soil/terrain limitations,8,0,1
Teff,Cereals,NA,NA,NA,C: No liming_vs_T: Liming,NA,Income,"Tropics, highland; humid, with soil/terrain limitations",1,0,1
Teff,Cereals,NA,NA,NA,C: No liming_vs_T: Liming,NA,Non-Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Teff,Cereals,NA,NA,NA,C: No liming_vs_T: Liming,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",4,0,1
Teff,Cereals,NA,NA,NA,NA,C: Full irrigation_vs_T: Supplemental Irrigation,Efficiency,"Tropics, highland; semi-arid, with soil/terrain limitations",1,1,0
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,NA,Product Yield,Land with severe soil/terrain limitations,12,0.5833333333333334,0.4166666666666667
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,NA,Product Yield,"Tropics, lowland; humid, with soil/terrain limitations",4,0,1
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,NA,NA,NA,NA,Product Yield,"Tropics, highland; humid, with soil/terrain limitations",2,0,1
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry,NA,NA,NA,NA,Product Yield,"Tropics, highland; sub-humid, with soil/terrain limitations",3,0,1
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry; C: Monoculture_vs_T: Improved Fallow,NA,NA,NA,NA,Costs,"Tropics, highland; humid, with soil/terrain limitations",2,1,0
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry; C: Monoculture_vs_T: Improved Fallow,NA,NA,NA,NA,Costs,"Tropics, highland; sub-humid, with soil/terrain limitations",3,1,0
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry; C: Monoculture_vs_T: Improved Fallow,NA,NA,NA,NA,Income,"Tropics, highland; humid, with soil/terrain limitations",10,0.2,0.8
Teff + Leguminous tree,Cereals,C: Monoculture_vs_T: Agroforestry; C: Monoculture_vs_T: Improved Fallow,NA,NA,NA,NA,Income,"Tropics, highland; sub-humid, with soil/terrain limitations",15,0.2,0.8
