CT_crop_FAO_Food_Group_clean,diversification_spatial_temporal_theme,biomass_management_practice,nutrient_management_practice,soil_management_theme,active_groups,water_management_practice,impact,n,neg,pos
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Conventional Tillage,soil_management..water_management,C: Contour bunding_vs_T: Contour bunding,Product Yield,12,0.3333333333333333,0.6666666666666666
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Costs,13,0.6923076923076923,0.3076923076923077
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Economic Performance,5,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Efficiency,10,0.3,0.7
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Income,17,0,1
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Labour,3,1,0
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Non-Product Yield,34,0.14705882352941177,0.8529411764705882
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Product Yield,53,0.18867924528301888,0.8113207547169812
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Reduced Tillage,soil_management,NA,Soil Quality,1202,0.2146422628951747,0.7853577371048253
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Zero Tillage,soil_management,NA,Product Yield,8,0.125,0.875
Cereals,NA,NA,NA,C: Conventional Tillage_vs_T: Zero Tillage,soil_management,NA,Soil Quality,4,0.5,0.5
Cereals,NA,NA,NA,C: No liming_vs_T: Liming,soil_management,NA,Costs,9,0,1
Cereals,NA,NA,NA,C: No liming_vs_T: Liming,soil_management,NA,Income,19,0.21052631578947367,0.7894736842105263
Cereals,NA,NA,NA,C: No liming_vs_T: Liming,soil_management,NA,Non-Product Yield,2,0,1
Cereals,NA,NA,NA,C: No liming_vs_T: Liming,soil_management,NA,Product Yield,22,0,1
Cereals,NA,NA,NA,C: No liming_vs_T: Liming,soil_management,NA,Soil Quality,27,0.3333333333333333,0.6666666666666666
Cereals,NA,NA,NA,C: Reduced Tillage + Conventional Tillage_vs_T: Reduced Tillage + Conventional Tillage,soil_management,NA,Product Yield,6,0,1
Cereals,NA,NA,NA,C: Reduced Tillage + Conventional Tillage_vs_T: Reduced Tillage + Conventional Tillage,soil_management,NA,Soil Quality,9,0,1
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Costs,10,0,1
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Economic Performance,5,0.6,0.4
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Income,10,0.1,0.9
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Non-Product Yield,34,0.35294117647058826,0.6470588235294118
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Product Yield,21,0.23809523809523808,0.7619047619047619
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,soil_management,NA,Soil Quality,6,0.8333333333333334,0.16666666666666666
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Costs,6,0,1
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Economic Performance,3,0.6666666666666666,0.3333333333333333
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Income,6,0.16666666666666666,0.8333333333333334
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Non-Product Yield,15,0.2,0.8
Cereals,NA,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,soil_management,NA,Product Yield,21,0.2857142857142857,0.7142857142857143
Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,soil_management,NA,Costs,4,1,0
Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,soil_management,NA,Efficiency,10,0.5,0.5
Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,soil_management,NA,Income,4,0,1
Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,soil_management,NA,Product Yield,14,0.14285714285714285,0.8571428571428571
Cereals,NA,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,soil_management,NA,Soil Quality,890,0.44719101123595506,0.5528089887640449
Cereals,NA,NA,NA,NA,water_management,C: Contour bunding_vs_T: Contour bunding,Product Yield,298,0.14093959731543623,0.28859060402684567
Cereals,NA,NA,NA,NA,water_management,C: Deficit Irrigation_vs_T: Deficit Irrigation,Efficiency,24,0.3333333333333333,0.16666666666666666
Cereals,NA,NA,NA,NA,water_management,C: Deficit Irrigation_vs_T: Deficit Irrigation,Product Yield,298,0.07046979865771812,0.010067114093959731
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Deficit Irrigation,Costs,2,1,0
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Deficit Irrigation,Efficiency,24,0.16666666666666666,0.2916666666666667
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Deficit Irrigation,Income,4,0.5,0.5
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Deficit Irrigation,Product Yield,298,0.29194630872483224,0.14429530201342283
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Full irrigation,Product Yield,298,0,0.020134228187919462
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Full irrigation,Soil Quality,605,0.09090909090909091,0.10909090909090909
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Supplemental Irrigation,Efficiency,24,0.041666666666666664,0
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Supplemental Irrigation,Product Yield,298,0.013422818791946308,0.020134228187919462
Cereals,NA,NA,NA,NA,water_management,C: Full irrigation_vs_T: Supplemental Irrigation,Soil Quality,605,0.4396694214876033,0.3603305785123967
Cereals..Fibre crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_temporal..nutrient_management..soil_management,NA,Product Yield,28,0.03571428571428571,0.9642857142857143
Cereals..Fibre crops,C: Crop rotation_vs_T: Crop rotation,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,diversification_temporal..nutrient_management..soil_management,NA,Product Yield,6,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Income,11,0.36363636363636365,0.6363636363636364
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Non-Product Yield,10,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,14,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,2,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,2,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues retained,NA,NA,biomass_management..diversification_temporal,NA,Product Yield,8,0.125,0.875
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..diversification_temporal..soil_management,NA,Product Yield,4,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..diversification_temporal..soil_management,NA,Soil Quality,2,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,C: Crop residues retained_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..diversification_temporal..nutrient_management..soil_management,NA,Product Yield,6,1,0
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,diversification_temporal..soil_management,NA,Costs,3,0.3333333333333333,0.6666666666666666
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,diversification_temporal..soil_management,NA,Income,3,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,C: Reduced Tillage_vs_T: Conventional Tillage,diversification_temporal..soil_management,NA,Product Yield,12,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,diversification_temporal..soil_management,NA,Costs,3,1,0
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,diversification_temporal..soil_management,NA,Income,3,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,C: Reduced Tillage_vs_T: Reduced Tillage,diversification_temporal..soil_management,NA,Product Yield,12,0.5,0.5
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,NA,diversification_temporal,NA,Costs,3,0,1
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,NA,diversification_temporal,NA,Income,3,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,C: Crop rotation_vs_T: Crop rotation,NA,NA,NA,diversification_temporal,NA,Product Yield,12,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..nutrient_management..soil_management,NA,Product Yield,216,0.6712962962962963,0.3287037037037037
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..water_management,C: Supplemental Irrigation_vs_T: Supplemental Irrigation,Efficiency,1,1,0
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..water_management,C: Supplemental Irrigation_vs_T: Supplemental Irrigation,Product Yield,1,1,0
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,diversification_spatial..nutrient_management,NA,Product Yield,29,0.8275862068965517,0.1724137931034483
Cereals..Leguminous crops,C: Intercropping_vs_T: Intercropping,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,diversification_spatial..nutrient_management,NA,Product Yield,20,0,1
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Income,11,0.18181818181818182,0.8181818181818182
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Non-Product Yield,10,0.9,0.1
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Product Yield,12,0.75,0.25
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Income,11,0.8181818181818182,0.18181818181818182
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Non-Product Yield,10,0.7,0.3
Cereals..Leguminous crops,C: Monoculture_vs_T: Agroforestry; C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Tree pruning incorporated,NA,NA,biomass_management..diversification_spatial..diversification_temporal,NA,Product Yield,12,0.6666666666666666,0.3333333333333333
Cereals..Leguminous crops,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,16,0.5625,0.4375
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,5,0.4,0.6
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,12,0.3333333333333333,0.6666666666666666
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Efficiency,4,0,1
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,28,0.2857142857142857,0.7142857142857143
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Product Yield,30,0.03333333333333333,0.9666666666666667
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Product Yield,5,1,0
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,16,0,1
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Efficiency,2,0,1
Cereals..Leguminous crops,NA,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management,NA,Product Yield,4,0,1
Cereals..Leguminous crops,NA,C: Crop residues retained_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Carbon Stocks,1,0,1
Cereals..Leguminous crops,NA,C: Crop residues retained_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Soil Quality,1,0,1
Cereals..Leguminous crops,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,85,0.023529411764705882,0.9764705882352941
Cereals..Leguminous crops,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Product Yield,4,0,1
Cereals..Leguminous crops,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,4,0,1
Cereals..Leguminous crops..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,14,0,1
Cereals..N Fix Tree,C: Agroforestry_vs_T: Agroforestry,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,diversification_spatial..nutrient_management,NA,Product Yield,27,0.2222222222222222,0.7777777777777778
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Biochar,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,50,0.1,0.9
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,50,0,1
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,50,0.04,0.96
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Liming_vs_T: Liming,diversification_temporal..nutrient_management..soil_management,NA,Product Yield,135,0.6666666666666666,0.3333333333333333
Cereals..Oilseed crops and oleaginous fruits,C: Crop rotation_vs_T: Crop rotation,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,diversification_temporal..nutrient_management,NA,Product Yield,108,0.46296296296296297,0.5370370370370371
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Organic Fertilizer_vs_T: Organic Fertilizer,NA,biomass_management..nutrient_management,NA,Income,6,0,1
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Organic Fertilizer_vs_T: Organic Fertilizer,NA,biomass_management..nutrient_management,NA,Labour,6,0,1
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,20,0.2,0.8
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Product Yield,4,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues retained_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,4,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,C: Crop residues retained_vs_T: Crop residues retained,NA,NA,biomass_management,NA,Product Yield,4,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Costs,3,1,0
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Economic Performance,3,0.6666666666666666,0.3333333333333333
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Income,6,0.6666666666666666,0.3333333333333333
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,3,0.6666666666666666,0.3333333333333333
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Costs,2,0,1
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Income,4,0,1
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,137,0.145985401459854,0.8540145985401459
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Product Yield,72,0,1
Cereals..Oilseed crops and oleaginous fruits,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,nutrient_management,NA,Soil Quality,144,0.4930555555555556,0.5069444444444444
Cereals..Root tuber crops with high starch or inulin content,C: Crop rotation_vs_T: Crop rotation,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,1,0,1
Cereals..Root tuber crops with high starch or inulin content,C: Crop rotation_vs_T: Crop rotation,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,biomass_management..diversification_temporal..nutrient_management,NA,Product Yield,3,0,1
Cereals..Root tuber crops with high starch or inulin content,NA,NA,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,4,0,1
Cereals..Root tuber crops with high starch or inulin content,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,nutrient_management,NA,Product Yield,4,0,1
Cereals..Root tuber crops with high starch or inulin content,NA,NA,C: No Fertilizers Applied_vs_T: Organic Fertilizer + Inorganic Fertilizer,NA,nutrient_management,NA,Product Yield,4,0,1
