DOI for Zotero,DOI for Zotero-formula,id,authorships.author.display_name,authorships.author.orcid,best_oa_location.license,display_name,doi,is_retracted,language,open_access.is_oa,publication_date,type
10.1038/s41597-024-03805-z,10.1038/s41597-024-03805-z,https://openalex.org/W4402207096,Todd S. Rosenstock|Peter Steward|Namita Joshi|Christine Lamanna|Nictor Namoi|Lolita Muller|Akinwale O. Akinleye|Erica Atieno|Patrick Bell|Clara Champalle|William English|Anna-Sarah Eyrich|A.N. Gitau|Dorcas Kagwiria|Hannah Kamau|Anna Madalinska|Lucas Manda|Scott McFatridge|Elijah Musyoki Mumo|Alex Nduah|Babra Ombewa|Anatoli Poultouchidou|Janie Rioux|Meryl Richards|Julia Shuck|Helena Ström|Katherine L. Tully,https://orcid.org/0000-0002-1958-9500|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0009-0006-1473-7718|https://orcid.org/0000-0002-6773-7352|https://orcid.org/0000-0001-5249-2746||||||https://orcid.org/0000-0001-5197-2342||||https://orcid.org/0000-0001-5949-9684|||||||||https://orcid.org/0000-0002-5065-7401|||https://orcid.org/0000-0002-6190-2679,cc-by-nc-nd,Effects of changing farming practices in African agriculture,https://doi.org/10.1038/s41597-024-03805-z,FALSE,en,TRUE,03/09/2024,article
10.1890/es10-00003.1,10.1890/es10-00003.1,https://openalex.org/W1974605822,Jeffrey C. Milder|Fabrice DeClerck|Andre Sanfiorenzo|Dalia Merlo Sánchez|Diego Tobar|Benjamin Zuckerberg,https://orcid.org/0000-0003-1662-4195|https://orcid.org/0000-0002-3631-8745||||https://orcid.org/0000-0001-7412-4354,cc-by,Effects of farm and landscape management on bird and butterfly conservation in western Honduras,https://doi.org/10.1890/es10-00003.1,FALSE,en,TRUE,01/07/2010,article
10.3390/land9120528,10.3390/land9120528,https://openalex.org/W3113127844,Rachmat Mulia|Duong D. Nguyen|Mai Phuong Nguyen|Peter Steward|Van Thanh Pham|Hoàng Anh Lê|Todd S. Rosenstock|Elisabeth Simelton,https://orcid.org/0000-0003-1186-9847||https://orcid.org/0000-0001-8440-7972|https://orcid.org/0000-0003-3985-4911||https://orcid.org/0000-0003-1761-3578|https://orcid.org/0000-0002-1958-9500|https://orcid.org/0000-0002-0486-627X,cc-by,Enhancing Vietnam’s Nationally Determined Contribution with Mitigation Targets for Agroforestry: A Technical and Economic Estimate,https://doi.org/10.3390/land9120528,FALSE,en,TRUE,17/12/2020,article
10.31223/x57q5q,10.31223/x57q5q,https://openalex.org/W4402289576,Anita Lazurko|Mara de Pater|Hyejin Kim|Aniek Hebinck|Robbert Biesbroek|Fabrice DeClerck|Seweryn Krupnik|Tomasz Okruszko|Laura C. J. Pereira|Antonia Proka|Eirini Sakellari|Paula A. Harrison,https://orcid.org/0000-0003-3313-4091|https://orcid.org/0000-0001-9414-6200|https://orcid.org/0000-0003-1187-6414|https://orcid.org/0000-0002-6441-374X|https://orcid.org/0000-0002-2906-1419|https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0002-5103-1638|https://orcid.org/0000-0002-8818-0039|https://orcid.org/0000-0003-0474-6507||https://orcid.org/0000-0002-9873-3338,cc-by,Envisioning nature positive futures for Europe: Inspiring transformative change at the biodiversity nexus,https://doi.org/10.31223/x57q5q,FALSE,en,TRUE,06/09/2024,preprint
10.1088/1748-9326/ab5ffb,10.1088/1748-9326/ab5ffb,https://openalex.org/W3000248568,Damien Beillouin|Tamara Ben‐Ari|David Makowski,https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0001-7157-7905|https://orcid.org/0000-0001-6385-3703,cc-by,Erratum: Evidence map of crop diversification strategies at the global scale (2019 Environ. Res. Lett. 14 123001),https://doi.org/10.1088/1748-9326/ab5ffb,FALSE,en,TRUE,01/01/2020,erratum
10.1016/j.geoforum.2016.07.019,10.1016/j.geoforum.2016.07.019,https://openalex.org/W2507285739,Jonathan Cinnamon|Sarah K. Jones|W. Neil Adger,https://orcid.org/0000-0001-7383-6886|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0003-4244-2854,other-oa,Evidence and future potential of mobile phone data for disease disaster management,https://doi.org/10.1016/j.geoforum.2016.07.019,FALSE,en,TRUE,25/08/2016,article
10.7910/dvn/aegkqr,10.7910/dvn/aegkqr,https://openalex.org/W7128384877,Peter Steward|Namita Joshi|Charity Ephamia Juma Nabwire|Jabesh Ochieng Okumu|Alvaro Carmona Cabrero|Lolita Muller|Todd Stuart Rosenstock,https://orcid.org/0000-0003-3985-4911||||||,other-oa,Evidence for Resilient Agriculture in Latin America,https://doi.org/10.7910/dvn/aegkqr,FALSE,,TRUE,24/11/2025,dataset
10.1088/1748-9326/ab4449,10.1088/1748-9326/ab4449,https://openalex.org/W2972757226,Damien Beillouin|Tamara Ben‐Ari|David Makowski,https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0001-7157-7905|https://orcid.org/0000-0001-6385-3703,cc-by,Evidence map of crop diversification strategies at the global scale,https://doi.org/10.1088/1748-9326/ab4449,FALSE,en,TRUE,13/09/2019,article
10.5281/zenodo.4088210,10.5281/zenodo.4088210,https://openalex.org/W4288022517,Damien Beillouin|Tamara Ben‐Ari|David Makowski,https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0001-7157-7905|https://orcid.org/0000-0001-6385-3703,cc-by,Evidence map of crop diversification strategies at the global scale,https://doi.org/10.5281/zenodo.4088210,FALSE,en,TRUE,18/11/2019,article
10.1016/j.gfs.2022.100666,10.1016/j.gfs.2022.100666,https://openalex.org/W4311907355,Kristal Jones|Andreea Nowak|Erika Berglund|Willow Grinnell|Emmanuel A. Temu|Birthe K. Paul|Leah L.R. Renwick|Peter Steward|Todd S. Rosenstock|Anthony A. Kimaro,https://orcid.org/0000-0001-9737-9042|https://orcid.org/0000-0002-8049-5757|https://orcid.org/0000-0003-4897-6232||https://orcid.org/0000-0003-4234-2175|https://orcid.org/0000-0002-5994-5354|https://orcid.org/0000-0002-8669-5661|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0002-1958-9500|https://orcid.org/0000-0003-1197-7530,cc-by,Evidence supports the potential for climate-smart agriculture in Tanzania,https://doi.org/10.1016/j.gfs.2022.100666,FALSE,en,TRUE,12/12/2022,article
10.1080/14735903.2016.1174810,10.1080/14735903.2016.1174810,https://openalex.org/W2342557752,Kelly Garbach|Jeffrey C. Milder|Fabrice DeClerck|Maywa Montenegro de Wit|Laura N. Driscoll|Barbara Gemmill‐Herren,https://orcid.org/0000-0002-7896-9773|https://orcid.org/0000-0003-1662-4195|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-8975-5316|https://orcid.org/0000-0001-9394-8906|https://orcid.org/0000-0003-4991-640X,,Examining multi-functionality for crop yield and ecosystem services in five systems of agroecological intensification,https://doi.org/10.1080/14735903.2016.1174810,FALSE,en,TRUE,28/04/2016,article
10.1186/s13750-023-00306-1,10.1186/s13750-023-00306-1,https://openalex.org/W4384934599,C. Sylvie Campagne|Laurie-Anne Roy|Joseph Langridge|Joachim Claudet|Rémi Mongruel|Damien Beillouin|Éric Thiébaut,https://orcid.org/0000-0002-2566-7827||https://orcid.org/0000-0002-9427-439X|https://orcid.org/0000-0001-6295-1061||https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0002-2416-6270,cc-by,Existing evidence on the impact of changes in marine ecosystem structure and functioning on ecosystem service delivery: a systematic map,https://doi.org/10.1186/s13750-023-00306-1,FALSE,en,TRUE,20/07/2023,article
10.1073/pnas.1518531112,10.1073/pnas.1518531112,https://openalex.org/W1855597941,Roseline Remans|Fabrice DeClerck|Gina Kennedy|Jessica Fanzo,https://orcid.org/0000-0003-3659-8529|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-5232-2250|https://orcid.org/0000-0002-6760-1359,,"Expanding the view on the production and dietary diversity link: Scale, function, and change over time",https://doi.org/10.1073/pnas.1518531112,FALSE,en,TRUE,29/10/2015,letter
10.1002/pan3.10562,10.1002/pan3.10562,https://openalex.org/W4389228800,Rachel Carmenta|Julie G. Zaehringer|Patricia Balvanera|Erin Betley|Neil Dawson|Natalia Estrada-Carmona|Johanna Forster|Jeffrey Hoelle|Bosco Lliso|Jorge C. Llopis|Ajit Menon|M. Moeliono|Karen Mustin|Unai Pascual|Nuno Guimaraes d|Judith Schleicher|Charles Shelton|Amanda Sigouin|Eleanor J. Sterling|A. M. Steward|Alejandra Tauro|Carole White|Emily Woodhouse|L. Yuliani,https://orcid.org/0000-0001-8607-4147|https://orcid.org/0000-0002-3253-5128|https://orcid.org/0000-0001-6408-6876|https://orcid.org/0000-0002-0009-8939|https://orcid.org/0000-0002-7312-9230|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0001-6729-9965|https://orcid.org/0000-0003-1287-8294|https://orcid.org/0000-0002-2460-4322|https://orcid.org/0000-0002-6605-6539|https://orcid.org/0000-0002-8751-8325||https://orcid.org/0000-0002-2828-2316|https://orcid.org/0000-0002-5696-236X||https://orcid.org/0000-0001-7817-4295|https://orcid.org/0000-0003-3537-8057|https://orcid.org/0000-0002-1272-1898|https://orcid.org/0000-0003-2692-8264||https://orcid.org/0000-0002-6436-9515|https://orcid.org/0000-0001-7741-0444|https://orcid.org/0000-0002-9387-0720|,cc-by,"Exploring the relationship between plural values of nature, human well‐being, and conservation and development intervention: Why it matters and how to do it?",https://doi.org/10.1002/pan3.10562,FALSE,en,TRUE,30/11/2023,article
10.1016/j.gfs.2024.100820,10.1016/j.gfs.2024.100820,https://openalex.org/W4405238611,Andrea C. Sánchez|Natalia Estrada-Carmona|Damien Beillouin|Cécile Chéron-Bessou|Bruno Rapidel|Sarah K. Jones,https://orcid.org/0000-0003-4549-6970|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0003-2014-3482||https://orcid.org/0000-0003-0288-5650|https://orcid.org/0000-0002-9422-5563,cc-by,Farming for the future: Understanding factors enabling the adoption of diversified farming systems,https://doi.org/10.1016/j.gfs.2024.100820,FALSE,en,TRUE,01/12/2024,article
10.1016/j.ecolecon.2022.107595,10.1016/j.ecolecon.2022.107595,https://openalex.org/W4294042824,Andrea C. Sánchez|Hannah Kamau|Francesca Grazioli|Sarah K. Jones,https://orcid.org/0000-0003-4549-6970|https://orcid.org/0000-0001-5949-9684|https://orcid.org/0000-0002-0289-5114|https://orcid.org/0000-0002-9422-5563,cc-by,Financial profitability of diversified farming systems: A global meta-analysis,https://doi.org/10.1016/j.ecolecon.2022.107595,FALSE,en,TRUE,01/09/2022,article
10.2139/ssrn.4085360,10.2139/ssrn.4085360,https://openalex.org/W4225596775,Andrea C. Sánchez|Hannah Kamau|Francesca Grazioli|Sarah K. Jones,https://orcid.org/0000-0003-4549-6970|https://orcid.org/0000-0001-5949-9684|https://orcid.org/0000-0002-0289-5114|https://orcid.org/0000-0002-9422-5563,,Financial Profitability of Diversified Farming Systems: A Global Meta-Analysis,https://doi.org/10.2139/ssrn.4085360,FALSE,en,TRUE,01/01/2022,article
10.7910/dvn/enhywl,10.7910/dvn/enhywl,https://openalex.org/W4398283433,Andrea C. Sánchez,https://orcid.org/0000-0003-4549-6970,cc-by,Financial profitability of diversified farming systems: a global meta-analysis,https://doi.org/10.7910/dvn/enhywl,FALSE,en,TRUE,08/04/2022,dataset
10.1111/ajae.70026,10.1111/ajae.70026,https://openalex.org/W4415918359,Laura E. McCann|Jeffrey D. Michler|Maybin Mwangala|Osaretin Olurotimi|Natalia Estrada-Carmona,https://orcid.org/0000-0002-4395-8193|https://orcid.org/0000-0001-7778-8703||https://orcid.org/0009-0007-8692-0076|https://orcid.org/0000-0003-4329-5470,cc-by,Food without fire: Environmental and nutritional impacts from a solar stove field experiment,https://doi.org/10.1111/ajae.70026,FALSE,en,TRUE,05/11/2025,article
10.48550/arxiv.2410.02075,10.48550/arxiv.2410.02075,https://openalex.org/W4403882343,Laura McCann|Jeffrey D. Michler|Maybin Mwangala|Osaretin Olurotimi|Natalia Estrada-Carmona,|https://orcid.org/0000-0001-7778-8703|||https://orcid.org/0000-0003-4329-5470,cc-by,Food Without Fire: Nutritional and Environmental Impacts from a Solar Stove Field Experiment,https://doi.org/10.48550/arxiv.2410.02075,FALSE,en,TRUE,02/10/2024,preprint
10.1890/08-1928.1,10.1890/08-1928.1,https://openalex.org/W2261319596,Stacy M. Philpott|Oliver Soong|Jacob H. Lowenstein|Astrid Luz Pulido|Diego Tobar López|Dan F. B. Flynn|Fabrice DeClerck,https://orcid.org/0000-0002-8338-3806||||https://orcid.org/0000-0003-0741-9974|https://orcid.org/0000-0002-2978-5257|https://orcid.org/0000-0002-3631-8745,,Functional richness and ecosystem services: bird predation on arthropods in tropical agroecosystems,https://doi.org/10.1890/08-1928.1,FALSE,en,FALSE,17/09/2009,review
10.1111/ele.70220,10.1111/ele.70220,https://openalex.org/W4415048605,Jonathan Bonfanti|Joseph Langridge|Ángel Avadí|Nicolas Casajus|Abhishek Chaudhary|Gaëlle Damour|Natalia Estrada-Carmona|Sarah K. Jones|Dariusz Makowski|Matthew G. E. Mitchell|Ralf Seppelt|Damien Beillouin,https://orcid.org/0000-0003-0049-4410|https://orcid.org/0000-0002-9427-439X|https://orcid.org/0000-0002-8114-916X|https://orcid.org/0000-0002-5537-5294|https://orcid.org/0000-0002-6602-7279|https://orcid.org/0000-0001-6080-7306|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0002-6392-090X|https://orcid.org/0000-0002-3490-9314|https://orcid.org/0000-0002-2723-7150|https://orcid.org/0000-0003-2014-3482,cc-by-nc,"Geographic, Taxonomic and Metric Gaps in Biodiversity Research Limit Evidence‐Based Conservation in Agricultural Landscapes: An Umbrella Review",https://doi.org/10.1111/ele.70220,FALSE,en,TRUE,01/10/2025,review
10.7910/dvn/kwgd8s,10.7910/dvn/kwgd8s,https://openalex.org/W4398346579,Andrea C. Sánchez,https://orcid.org/0000-0003-4549-6970,cc-by,Global meta-data comparing the abundance and species richness of non-domesticated biodiversity in diversified and simplified farming systems,https://doi.org/10.7910/dvn/kwgd8s,FALSE,en,TRUE,21/09/2021,dataset
10.1101/2024.04.19.590051,10.1101/2024.04.19.590051,https://openalex.org/W4395480507,Jonathan Bonfanti|Joseph Langridge|Ángel Avadí|Nicolas Casajus|Abhishek Chaudhary|Gaëlle Damour|Natalia Estrada-Carmona|Sarah K. Jones|David Makowski|Matthew G. E. Mitchell|Ralf Seppelt|Damien Beillouin,https://orcid.org/0000-0003-0049-4410|https://orcid.org/0000-0002-9427-439X|https://orcid.org/0000-0002-8114-916X|https://orcid.org/0000-0002-5537-5294|https://orcid.org/0000-0002-6602-7279|https://orcid.org/0000-0001-6080-7306|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0001-6385-3703|https://orcid.org/0000-0002-3490-9314|https://orcid.org/0000-0002-2723-7150|https://orcid.org/0000-0003-2014-3482,cc-by-nc-nd,Global review of meta-analyses reveals key data gaps in agricultural impact studies on biodiversity in croplands,https://doi.org/10.1101/2024.04.19.590051,FALSE,en,TRUE,24/04/2024,preprint
10.1038/s41467-022-32464-0,10.1038/s41467-022-32464-0,https://openalex.org/W4292608202,Jie Zhao|Ji Chen|Damien Beillouin|Hans Lambers|Yadong Yang|Pete Smith|Zhaohai Zeng|Jørgen E. Olesen|Huadong Zang,|https://orcid.org/0000-0001-7026-6312|https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0002-4118-2272|https://orcid.org/0000-0002-8970-7277|https://orcid.org/0000-0002-3784-1124|https://orcid.org/0000-0002-5262-9367|https://orcid.org/0000-0002-6639-1273|https://orcid.org/0000-0002-2008-143X,cc-by,Global systematic review with meta-analysis reveals yield advantage of legume-based rotations and its drivers,https://doi.org/10.1038/s41467-022-32464-0,FALSE,en,TRUE,22/08/2022,review
10.1073/pnas.2010473117,10.1073/pnas.2010473117,https://openalex.org/W3111253910,Kate A. Brauman|Lucas A. Garibaldi|Stephen Polasky|Yildiz Aumeeruddy‐Thomas|Pedro H. S. Brancalion|Fabrice DeClerck|Ute Jacob|Matías E. Mastrángelo|Nsalambi V. Nkongolo|Hannes Palang|Néstor Pérez‐Méndez|Lynne Shannon|Uttam Babu Shrestha|Evelyn Strombom|Madhu Verma,https://orcid.org/0000-0002-8099-285X|https://orcid.org/0000-0003-0725-4049|https://orcid.org/0000-0003-4934-2434|https://orcid.org/0000-0002-2690-0571|https://orcid.org/0000-0001-8245-4062|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-6672-8526|https://orcid.org/0000-0002-3049-3534|https://orcid.org/0000-0003-2485-4759|https://orcid.org/0000-0002-1981-2071|https://orcid.org/0000-0001-6264-2920|https://orcid.org/0000-0001-7842-0636|https://orcid.org/0000-0002-8766-279X|https://orcid.org/0000-0002-9989-4643|https://orcid.org/0000-0002-7982-9182,,Global trends in nature’s contributions to people,https://doi.org/10.1073/pnas.2010473117,FALSE,en,TRUE,07/12/2020,article
10.1038/s43016-024-01109-4,10.1038/s43016-024-01109-4,https://openalex.org/W4406374711,Kate Schneider|Roseline Remans|Tesfaye Hailu Bekele|Destan Aytekin|Piero Conforti|Shouro Dasgupta|Fabrice DeClerck|Deviana Dewi|Carola Fabi|Jessica A. Gephart|Yuta J. Masuda|Rebecca McLaren|Michaela Saisana|Nancy Aburto|Ramya Ambikapathi|Mariela Almeida Rodríguez|Sı́món Barquera|Jane Battersby|Ty Beal|Christophe Béné|Carlo Cafiero|Christine Campeau|Patrick Caron|Andrea Cattaneo|Jeroen Candel|Namukolo Covic|Inmaculada del Pino Alvarez|Ana Paula Dominguez Barreto|Ismahane Elouafi|Tyler J. Frazier|Alexander K. Fremier|Pat Foley|Christopher D. Golden|Carlos González Fischer|Alejandro Guarín|Sheryl L. Hendriks|Anna Herforth|Maddalena Honorati|Jikun Huang|Yonas Getaneh|Gina Kennedy|Amos Laar|Rattan Lal|Preetmoninder Lidder|Getachew Legese Feye|Brent Loken|Hazel Malapit|Quinn Marshall|Kalkidan Ayele Mulatu|Ana Munguía|Stella Nordhagen|Danielle Resnick|Diana Suhardiman|U. Rashid Sumaila|Bingwei Sun|Belay Terefe Mengesha|Máximo Torero Cullen|Francesco N. Tubiello|Corné van Dooren|Isabel Valero Morales|José Luis Vivero Pol|Patrick Webb|Keith Wiebe|Lawrence Haddad|Mario Herrero|José Rosero Moncayo|Jessica Fanzo,https://orcid.org/0000-0002-6861-3255|https://orcid.org/0000-0003-3659-8529|https://orcid.org/0000-0003-2078-3826|https://orcid.org/0000-0003-3668-0952||https://orcid.org/0000-0003-4080-8066|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0009-0002-2816-3496||https://orcid.org/0000-0001-6836-9291|https://orcid.org/0000-0002-1698-4855|https://orcid.org/0000-0002-9193-2334|https://orcid.org/0000-0001-5361-0222||https://orcid.org/0000-0002-2013-2516|https://orcid.org/0000-0003-3578-3669|https://orcid.org/0000-0003-1854-4615|https://orcid.org/0000-0002-8045-1295|https://orcid.org/0000-0002-0398-9825|https://orcid.org/0000-0002-7078-9241|https://orcid.org/0000-0003-3652-9910||https://orcid.org/0000-0002-8494-2243|https://orcid.org/0000-0002-8845-5020|https://orcid.org/0000-0003-2302-9159|https://orcid.org/0000-0001-6566-9803|||https://orcid.org/0000-0002-4242-5766|https://orcid.org/0000-0003-1858-0851|https://orcid.org/0000-0002-4104-6633||https://orcid.org/0000-0002-2258-7493|https://orcid.org/0000-0002-4140-7152|https://orcid.org/0000-0003-2692-4677|https://orcid.org/0000-0002-1487-4302|https://orcid.org/0000-0002-6079-9374|||https://orcid.org/0000-0002-7599-8536|https://orcid.org/0000-0002-5232-2250|https://orcid.org/0000-0001-5557-0164|https://orcid.org/0000-0002-9016-2972|||https://orcid.org/0000-0002-0068-3142|https://orcid.org/0000-0002-7394-8797|https://orcid.org/0000-0002-4962-8160|https://orcid.org/0009-0002-4898-3205|https://orcid.org/0000-0002-3962-4617|https://orcid.org/0000-0002-3801-3769|https://orcid.org/0000-0001-6285-3461|https://orcid.org/0000-0001-7892-4148|https://orcid.org/0000-0002-1851-1621|https://orcid.org/0009-0008-5253-0552|||https://orcid.org/0000-0003-4617-4690|https://orcid.org/0000-0002-2713-7600||https://orcid.org/0000-0003-4216-7231|https://orcid.org/0000-0002-9857-3354|https://orcid.org/0000-0001-6035-620X||https://orcid.org/0000-0002-7741-5090||https://orcid.org/0000-0002-6760-1359,cc-by-nc-nd,Governance and resilience as entry points for transforming food systems in the countdown to 2030,https://doi.org/10.1038/s43016-024-01109-4,FALSE,en,TRUE,14/01/2025,article
10.1098/rstb.2019.0510,10.1098/rstb.2019.0510,https://openalex.org/W3083643364,Damien Beillouin|Bernhard Schauberger|Ana Bastos|Phillipe Ciais|David Makowski,https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0001-7917-0392|https://orcid.org/0000-0002-7368-7806||https://orcid.org/0000-0001-6385-3703,cc-by,Impact of extreme weather conditions on European crop production in 2018,https://doi.org/10.1098/rstb.2019.0510,FALSE,en,TRUE,06/09/2020,article
10.1080/26395916.2020.1766573,10.1080/26395916.2020.1766573,https://openalex.org/W3029171260,Carla-Leanne Washbourne|Nicolas Dendoncker|Sander Jacobs|André Mascarenhas|Florence De Longueville|Alexander P.E. van Oudenhoven|Matthias Schröter|Louise Willemen|C. Sylvie Campagne|Sarah K. Jones|Marina García‐Llorente|Irene Iniesta-Arandia|Francesc Baró|Judith Fisher|Johannes Förster|C. Jericó-Daminelo|Judit Lecina‐Diaz|Sandra Lavorel|Bosco Lliso|C. Montealgre Talero|Alejandra Morán‐Ordóñez|José V. Roces‐Díaz|Martin A. Schlaepfer|Jiska van Dijk,|https://orcid.org/0000-0001-9129-9025|https://orcid.org/0000-0003-4674-4817|https://orcid.org/0000-0002-0942-5887|https://orcid.org/0000-0003-3732-8694|https://orcid.org/0000-0002-3258-2565|https://orcid.org/0000-0003-0207-7311|https://orcid.org/0000-0003-1026-5865|https://orcid.org/0000-0002-2566-7827|https://orcid.org/0000-0002-9422-5563||https://orcid.org/0000-0002-1304-3232|https://orcid.org/0000-0002-0145-6320|https://orcid.org/0000-0003-1773-9832|https://orcid.org/0000-0003-0174-926X||https://orcid.org/0000-0002-6867-5886|https://orcid.org/0000-0002-7300-2811|https://orcid.org/0000-0002-2460-4322||https://orcid.org/0000-0002-5815-6089|https://orcid.org/0000-0003-2569-8049|https://orcid.org/0000-0002-8752-6245|,cc-by,Improving collaboration between ecosystem service communities and the IPBES science-policy platform,https://doi.org/10.1080/26395916.2020.1766573,FALSE,en,TRUE,01/01/2020,article
10.1016/j.agsy.2022.103588,10.1016/j.agsy.2022.103588,https://openalex.org/W4312059255,Gatien N. Falconnier|Louise Leroux|Damien Beillouin|Marc Corbeels|Robert J. Hijmans|Camila Bonilla|Mark T. van Wijk|Katrien Descheemaeker|Shamie Zingore|François Affholder|Santiago López‐Ridaura|Éric Malézieux|David Makowski|Jairos Rurinda|M.K. van Ittersum|Bernard Vanlauwe|K.E. Giller|Sabine-Karen Lammoglia|Katharina Waha,https://orcid.org/0000-0003-3291-650X|https://orcid.org/0000-0002-7631-2399|https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0002-8084-9287|https://orcid.org/0000-0001-5872-2872|https://orcid.org/0000-0002-7774-365X|https://orcid.org/0000-0003-0728-8839|https://orcid.org/0000-0003-0184-2034|https://orcid.org/0000-0003-0204-7913|https://orcid.org/0000-0002-3919-4805|https://orcid.org/0000-0002-9208-5341|https://orcid.org/0000-0002-5706-9610|https://orcid.org/0000-0001-6385-3703||https://orcid.org/0000-0001-8611-6781|https://orcid.org/0000-0001-6016-6027|https://orcid.org/0000-0002-5998-4652|https://orcid.org/0000-0002-8807-2791|https://orcid.org/0000-0002-8631-8639,cc-by-nc-nd,Increased mineral fertilizer use on maize can improve both household food security and regional food production in East Africa,https://doi.org/10.1016/j.agsy.2022.103588,FALSE,en,TRUE,16/12/2022,article
10.1079/9781789245745.0016,10.1079/9781789245745.0016,https://openalex.org/W4206618339,Christian Thierfelder|Peter Steward,https://orcid.org/0000-0002-6306-7670|https://orcid.org/0000-0003-3985-4911,,Increasing adaptation to climate stress by applying conservation agriculture in Southern Africa.,https://doi.org/10.1079/9781789245745.0016,FALSE,en,FALSE,01/01/2022,book-chapter
10.2139/ssrn.4171515,10.2139/ssrn.4171515,https://openalex.org/W4287889316,Gatien N. Falconnier|Louise Leroux|Damien Beillouin|Marc Corbeels|Robert J. Hijmans|camila bonilla|Mark T. van Wijk|Katrien Descheemaeker|Shamie Zingore|François Affholder|Santiago López‐Ridaura|Éric Malézieux|David Mackowski|Jairos Rurinda|M.K. van Ittersum|Bernard Valauwe|K.E. Giller|Sabine-Karen Lammoglia|Katharina Waha,https://orcid.org/0000-0003-3291-650X|https://orcid.org/0000-0002-7631-2399|https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0002-8084-9287|https://orcid.org/0000-0001-5872-2872||https://orcid.org/0000-0003-0728-8839|https://orcid.org/0000-0003-0184-2034|https://orcid.org/0000-0003-0204-7913|https://orcid.org/0000-0002-3919-4805|https://orcid.org/0000-0002-9208-5341|https://orcid.org/0000-0002-5706-9610|||https://orcid.org/0000-0001-8611-6781||https://orcid.org/0000-0002-5998-4652|https://orcid.org/0000-0002-8807-2791|https://orcid.org/0000-0002-8631-8639,,Increasing Regional Food Production with Maize Intensification in East Africa Also Help Reduce Household-Level Food Insecurity,https://doi.org/10.2139/ssrn.4171515,FALSE,en,TRUE,01/01/2022,article
10.1016/j.landurbplan.2017.03.010,10.1016/j.landurbplan.2017.03.010,https://openalex.org/W2613272971,Camilla Zanzanaini|Binh Thi Trần|Chandni Singh|Abigail K. Hart|Jeffrey C. Milder|Fabrice DeClerck,||https://orcid.org/0000-0001-6842-6735||https://orcid.org/0000-0003-1662-4195|https://orcid.org/0000-0002-3631-8745,,"Integrated landscape initiatives for agriculture, livelihoods and ecosystem conservation: An assessment of experiences from South and Southeast Asia",https://doi.org/10.1016/j.landurbplan.2017.03.010,FALSE,en,FALSE,09/05/2017,article
10.1016/j.landurbplan.2014.05.001,10.1016/j.landurbplan.2014.05.001,https://openalex.org/W2133214480,Natalia Estrada-Carmona|Abigail K. Hart|Fabrice DeClerck|Célia A. Harvey|Jeffrey C. Milder,https://orcid.org/0000-0003-4329-5470||https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0001-8015-703X|https://orcid.org/0000-0003-1662-4195,cc-by-nc-nd,"Integrated landscape management for agriculture, rural livelihoods, and ecosystem conservation: An assessment of experience from Latin America and the Caribbean",https://doi.org/10.1016/j.landurbplan.2014.05.001,FALSE,en,TRUE,02/06/2014,article
10.4324/9781315618791-18,10.4324/9781315618791-18,https://openalex.org/W2607053554,J.C.J. Groot|Gina Kennedy|Roseline Remans|Natalia Estrada-Carmona|J. Raneri|Fabrice DeClerck|Stéphanie Alvarez|Nester Mashingaidze|Carl J. Timler|Minke Stadler|Trinidad del Río Mena|Lummina Horlings|Inge D. Brouwer|Steven M. Cole|Katrien Descheemaeker,https://orcid.org/0000-0001-6516-5170|https://orcid.org/0000-0002-5232-2250|https://orcid.org/0000-0003-3659-8529|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-1687-6504|https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0002-3803-3321|https://orcid.org/0000-0002-3095-2139|||https://orcid.org/0000-0002-8690-7986|https://orcid.org/0000-0002-2554-7227|https://orcid.org/0000-0002-8947-0871|https://orcid.org/0000-0003-0184-2034,,Integrated systems research in nutrition-sensitive landscapes,https://doi.org/10.4324/9781315618791-18,FALSE,en,FALSE,17/02/2017,book-chapter
